text,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
"يستند هذا البحث إلى دراسة شاملة لرواية ""شيفرة دافنشي"" لدان براون، مع التركيز على استكشاف التيمات الموضوعية والسمات الثقافية والإبداعية والجمالية التي تميزها. يكتسب هذا الموضوع أهميته من تنوع مصادره الفكرية والمعرفية، بالإضافة إلى تنوع خصائصها الأسلوبية وعناصرها البوليسية. يعتمد النهج الفني للرواية على نظام ديناميكي تلغيزي يعتمد على توالي الشفرات وتسلسل دوامة الغموض، مما يبرز أهمية استكشاف ملامح هذا الغموض ومعالم التلغيز وطبيعة الحركة الدينامية التي تحدد إيقاع الأحداث ومسار الوقائع.",1,0.0,0.006172839506172839,3.0,7.0,0.11331569664903007
تهدف هذه الدراسة إلى استقصاء أثر التدريب المدمج على تطوير مهارات التمرير الطويل والمراوغة لدى فئة براعم نوادي كرة القدم في ولاية أم البواقي، للفئات العمرية ما بين تسع إلى اثنتي عشرة سنة. اعتمدت الدراسة المنهج التجريبي واستخدمت عينة محددة عمديًا تضم 36 لاعباً، قُسِّمت إلى مجموعتين متساويتين، إحداهما تجريبية والأخرى ضابطة، من ناديي اتحاد عين البيضاء وشباب الضلعة. اعتمدت الدراسة على إجراء اختبارات مهارية لقياس التغيران في الأداء. أظهرت النتائج تأثيرًا إيجابيًا ملحوظًا للتدريب المدمج في تحسين مهارتي التمرير الطويل والمراوغة، مما يعكس أهمية هذا النهج التدريبي في تطوير المهارات الفردية الأساسية لدى لاعبي كرة القدم من الفئات الشابة. توصي الدراسة بضرورة تعزيز الاهتمام بالمهارات الأساسية كجزء من برامج التدريب الرياضي، باعتبارها أساس النجاح والتفوق المستقبلي في المجال الكروي. تقدم هذه الدراسة رؤى قيّمة لأندية كرة القدم في كيفية تحسين برامجها التدريبية بما يتناسب مع المتطلبات الحديثة للتطوير المهاري لدى الناشئين.,1,0.002185792349726776,0.002185792349726776,7.0,15.0,0.18260002492833105
ظاهرة تزايد الانفاق العام في الجزائر: تطورها، أسبابها، ومتطلبات ترشيدها. تسعى هذه الدراسة إلى البحث في ظاهرة تزايد الانفاق العام باعتبارها من الظواهر المهمة التي استرعت انتباه الاقتصاديين. الجزائر، شأنها شأن العديد من الدول، عرفت منذ الاستقلال إلى يومنا هذا تزايدا مستمرا في وتيرة الانفاق العام نظرا لارتباطها بالتطورات الاقتصادية والسياسية التي شهدتها الجزائر خلال هذه الفترة. غير أن هذا التزايد في حجم الانفاق العام لم يرتبط دائما بتحقيق قدر أكبر من المنفعة العامة، أو زيادة في الناتج الوطني. عرفت هذه الفترة أيضا في الجزائر عدة قضايا مرتبطة بالفساد واختلاس المال العام، فضلا عن مظاهر تبديد المال العام وعدم تحقيق الفعالية والكفاءة في تنفيذ النفقات العامة. هذه الظروف جعلت من ترشيد الانفاق العام مطلبا ضروريا وحاجة ملحة في سبيل تحقيق الأهداف الموضوعة بأقل كلفة ممكنة، أو تحقيق أفضل استخدام ممكن للمبالغ المرصودة.,1,0.0,0.0036855036855036856,3.0,15.0,0.22696663605754508
"في عصر تكنولوجيا المعلومات والاتصالات، تتداخل تأثيرات وسائل الإعلام والاتصال على الأفراد والمنظمات والدول بشكل متزايد. منذ الأربعينيات، تم طرح تساؤلات حول تأثيرات هذه التكنولوجيات وانعكاساتها على المجتمع. في هذا السياق، تناولت العديد من نظريات الاتصال موضوع تأثير وسائل الإعلام الجماهيرية على الرأي العام.

تتميز علوم الإعلام والاتصال بأنها متعددة التخصصات، حيث يساهم علماء من مجالات مختلفة في دراسة هذه الظواهر. لم تعد الدراسات الاتصالية الإعلامية تقتصر على الاستخدامات والتأثيرات التقليدية، بل توسعت لتشمل دور التكنولوجيا كأداة لإدارة الأحداث وتصنيفها وتغيير مجراها. في هذا السياق، أصبحت المقاربات الحديثة ترى كل شيء من منظور اتصالي، مما يجعل الاتصال أداة للتفاوض والتقارب والتنازع.

في ضوء هذه التطورات، يهدف هذا البحث إلى دراسة تأثير تكنولوجيا المعلومات والاتصالات على السياسة الخارجية وتحليل كيفية استخدام الدول لهذه الأدوات في إدارة علاقاتها الدولية. من خلال دراسة حالة معينة، سنستكشف كيف تؤثر وسائل الإعلام والاتصال على صنع القرار الدبلوماسي والتفاوض بين الدول.",1,0.0,0.002066115702479339,2.0,17.0,0.20054928288068363
إن الثّورة الجزائرية من أعظم الحركات التحريرية في العالم المعاصر بصفة عامة، وفي إفريقيا بصفة خاصة، بالرغم من تلك المشاكل التي واجهتها في مختلف مراحل تكوينها وتفعيلها، إلا إنها تخطتها بكل مستوياتها، مستعملة في ذلك إمكانياتها الضعيفة، ومؤسساتها البسيطة، وقياداتها المبتدئة، ومن بين المواضيع التي حازت على حصّة الأسد في التّحضير لها وحتى بعد اندلاعها نجد إشكالية التّسليح، وذلك لما يشكله من أهمية كبرى كأداة للدفاع عن فكرة التّحرر، والتّخلص من سيطرة وسلطة المستعمر، وقد ظلت هذه الإشكالية الشغل الشاغل لقادة الثورة سواءا في داخل أو خارج الوطن، وكان بمثابة تحدي صعب ومستحيل في بعض الأحيان، وقد تمت مناقشته في العديد من المحطات البارزة في التحضير و الاستمرار للثورة.من المحطات البارزة في تاريخ الثورة الجزائرية، نجد انعقاد مؤتمر وادي الصومام، وما أفرزه من تحولات ومستجدات على مختلف الأصعدة الداخلية والخارجية المتعلقة بمسير الثورة، على اعتباره منعطف تاريخي بارز رسخ مبدأ شعبية الثورة والقيادة الجماعية، زيادة على وصفه للقانون، والهياكل والتنظيمات التي تتطلبها الثورة في تلك الحقبة التاريخية، بالإضافة إلى تحديد منهاجها على كافة المستويات السياسية والعسكرية، والاقتصادية، والاجتماعية والثقافية والإعلامية.الإشكالية: ومن هذا المنظور سنقدِّم بحثنا- هذا – من أجل دراسة الفترة التي جاءت بعد مؤتمر الصومام خاصة ما بين 1957– 1958 ابن كان الوضع العسكري للثّورة الجزائرية مختلفا جذريا عن الفترة السابقة، فلقد ولّى العهد الذي كانت فيه مجموعات صغيرة من المجاهدين مزودة بأسلحة بدائية أو غير مسلحة تماما، أدى إلى التفاف الشعب في كل أنحاء الوطن حولها أن هناك جيشا قويا ويقتنع المجاهدين باحتمال النّصر وجدوى الانضمام إلى الحركة الجديدة. وذلك من خلال التّطرق إلى المحاور الرئيسية التّالية:أولا: مقدمة: حول مؤتمر الصومام وتداعيات انعقاده..,0,0.0049504950495049506,0.0018564356435643563,6.0,32.0,0.18583237216455206
"هدفت هذه الدّراسة إلى الكشف عن أثر استراتيجيّة قائمة على قصص الحيوان في القرآن في الأداء القصصيّ الشّفويّ والكتابيّ لدى طلبة الصّفّ الثّامن الأساسيّ في الأردنّ؛ ولتحقيق ذلك استخدم الباحثان المنهج التّجريبيّ. وتكوّنت عينة الدّراسة من (56) طالبًا، وقد تمثّلت العينة في مجموعتين: تجريبيّة وضابطة من الصّفّ الثّامن الأساسيّ في المدارس الحكوميّة التّابعة لمديرية إربد الأولى، تمّ اختيار إحدى مدارسها بالطّريقة العشوائيّة ""السّحب والإرجاع""، وتمّ اختيار العينة بالطريقة نفسها؛ ولتحقيق أهداف الدّراسة طبّق الباحثان اختبارا قبليًا وآخر بعديًّا، وبين الاختبارين قدّمت للمجموعة التّجريبيّة (37) قصّة ممثلة من قصص الحيوان في القرآن؛ إذ صحح اختبار الأداء القصصيّ الشّفويّ الموقفيّ والأداء القصصيّ الكتابيّ التّحريريّ وفق أداة محكّمة لكلّ منهما وأظهرت نتائج الدّراسة وجود فروق دالّة إحصائيًا عند مستوى الدّلالة (≤ 0.05 (αبين متوسطات الأداء في الاختبار تعزى إلى الإستراتيجية القائمة على قصص الحيوان في القرآن مقارنة بالطّريقة التّقليديّة. وتبيّن من المقارنات البعديّة وجود فروق دالّة إحصائيًّا عند مستوى الدّلالة (≤ 0.05 (αبين متوسطات الأداء القصصيّ الشّفويّ الموقفيّ والأداء القصصيّ الكتابيّ التّحريريّ لصالح الأداء القصصيّ الشّفويّ الموقفيّ..",0,0.008857395925597875,0.006200177147918512,17.0,17.0,0.2625277161862529
"مبدأ سمو الدستور، الذي يعتبر ركيزة أساسية في الديمقراطيات المعاصرة، يهدف إلى تأكيد سيادة الدستور كقانون أساسي للدولة، حيث يجب أن تخضع له جميع السلطات والأفراد. ومع ذلك، تتميز الظروف العادية بعدم الثبات وقد تواجه الدولة أزمات وظروف استثنائية تستدعي حلولاً قانونية استثنائية. في هذا السياق، تظهر حالة الظروف الاستثنائية كاستثناء على مبدأ سمو الدستور للتعامل مع المواقف الطارئة وحماية كيان الدولة وسلامة المجتمع.

في الجزائر، نظم المؤسس الدستوري حالات قيام الظروف الاستثنائية مثل حالة الحصار والطوارئ والحالة الاستثنائية وحالة الحرب، مع تحديد الشروط والضوابط المتعلقة بها. في هذه الحالات، يمنح رئيس الجمهورية السلطة لاتخاذ الإجراءات المناسبة التي تتطلبها الظروف الاستثنائية.

من خلال هذا البحث، نهدف إلى دراسة حالة الظروف الاستثنائية كإستثناء على مبدأ سمو الدستور وتحليل تأثيرها على النظام القانوني والسياسي للدولة. سنستعرض الإطار القانوني والتنظيمي لهذه الظروف الاستثنائية في الجزائر ونناقش التحديات والفرص المرتبطة بتطبيقها.",1,0.0,0.0021668472372697724,7.0,13.0,0.18750418536128044
نحصرت أهمية الموارد المادية بالمنظمات المعاصرة، نظرا للدور الريادي للمورد البشري كمفتاح للنجاح والتغيير، حيث أصبح يمثل الانشغال الاستراتيجي بها، مما دعاها إلى التوجه نحو التسيير الأمثل له. حيث أطلق اسم الكفاءات على الموارد البشرية المتميزة، لأنها المورد الوحيد الذي يمتلك المعرفة، المهارات، القدرات وهو المورد القادر على الإبداع، والتفكير، والابتكار، وخلق القيمة بالمنظمة. ونظرا لأهمية ومكانة الكفاءات الفردية، كموارد غير ملموسة، وكجزء مهم من رأس المال الفكري، ونظرا للبعد الإستراتيجي الذي أصبحت تتميز به هاته الكفاءات، وما تخلقه من ميزة تنافسية دائمة، تضمن للمنظمة الحفاظ على بقاءها، تحقيق التميز في أداءها، والوصول إلى أهدافها الإستراتيجية، فلابد على المنظمة من الحفاظ عليها وتنميتها عن طريق التدريب الفعال والمستمر.من خلال ما سبق يظهر لنا مدى أهمية الإنفاق على التدريب من أجل تطوير مهارات وكفاءات العاملين داخل المؤسسة.,0,0.0,0.0024330900243309003,7.0,14.0,0.12378039900975679
أثبتت الدراسات في علم اللغة الاجتماعي أن الاختلافات والفروق الفكرية والحسية بين الجنسين تؤثر تأثيرا ملحوظا في اللغة، وقد توجّهت الأبحاث والنظريات اللغوية في اللغات الأوروبية والأمريكية لاستشفاف الصلة الناظمة بين العامل الاجتماعي والسلوك اللغوي لكل من المرأة والرجل، ولكن البحث في الفروق اللغوية بين الجنسين لم يحظ بحظّ وافر في اللغة العربية، خاصة في الأدب القديم، ورغم أن المرأة كانت علی هامش الثقافة في الأدب القديم ولكن لمع نجم شاعرة بزّت الرجال في الرثاء وتلقبّت بأميرة الشواعر لتمكّنها في لغة الشعر مما يؤكد أهمية التحليل الأسلوبي لشعرها بالآليات اللسانية لمعرفة الخصائص اللسانية للغة المرأة، لذلك حاول البحث أن يقوم بدراسة السمات اللغوية التي تميّز خطاب الخنساء عبر المنهج اللغوي الاجتماعي وعلی ضوء آراء روبين لاكوف والعلماء المعنيين باختلافات الجنس اللغوية لاستجلاء ملامح اللغة الأنثوية في ديوان الخنساء وتلمُّس العلاقة بين الجنس وسلوك الخنساء اللغوي. ومن النتائج التي توصل إليها البحث أن الرثاء في قصائد الخنساء مهّد مجالا فسيحا لتجلّي صوت المرأة في المستوی اللفظي، والتركيبي، والدلالي إذ إنه يوائم العاطفة النسوية. وقد برز معظم الملامح الأنثوية التي ذكرتها لاكوف في قصائد الخنساء، نحو: استخدام الألفاظ الدالة علی قوة المشاعر، والصيغ الوصفية الجزئية، واستخدام المؤكدات اللفظية، والقيود المشدّدة، والقيود التشكيكية، والمبالغة في الكلام..,0,0.0,0.002413515687851971,13.0,15.0,0.22497766660711105
تناول الدكتور علي لونيسي موضوع المحكمة الجنائية الدولية، مركّزًا على التحديات والانتقادات التي واجهتها منذ نشأتها. يشير البحث إلى العقبات التي عرقلت إنشاء قضاء جنائي دولي فعال، والذي تعززت الحاجة إليه لمحاسبة مرتكبي الجرائم الدولية الجسيمة والحد من انتشارها. رغم اعتماد النظام الأساسي للمحكمة الجنائية الدولية ودخوله حيز التنفيذ عام 2002، إلا أن النصوص واجهت انتقادات تصفها بالتناقض وعدم الكفاية لمحاربة الإفلات من العقاب بسبب التأثيرات السياسية في إعدادها. تظهر هذه الانتقادات التباين بين الأهداف النظرية للمحكمة وتطبيقاتها الاستثنائية على أرض الواقع. هذا يوضح الحاجة إلى تفعيل قوانين دولية صارمة وإعادة تقييم هيكلية المحكمة لضمان العدالة الدولية الفعالة. يعكس البحث ضرورة الإصلاح لتحقيق محاكمات عادلة وفعالة بما يحمي حقوق الأفراد والشعوب.,1,0.005405405405405406,0.002702702702702703,4.0,7.0,0.09000000000000008
يعرض هذا البحث تحليلا متعمقا للمكان العجائبي في حكايات السندباد البحري من ألف ليلة و ليلة، مع التركيز على التمظهرات المتعددة لهذا المكان بين الانفتاح والانغلاق، والطبيعي والاصطناعي، والثابت والمتحرك، والداخل والخارج. يُظهر البحث كيف يلعب المكان العجائبي دوراً حاسماً في تشكيل تجربة القارئ من خلال خلق شعور بالحيرة والتردّد، مع وجود أمكنة أخرى واقعية تؤدي دوراً في تكثيف السرد وتأثير أذهان المتلقين. يبرز البحث كيف يظهر العجائبي بقوة من خلال المخلوقات الوهمية التي تسكن هذه الأماكن، مما يجعلها فريدة من نوعها في الأدب العجائبي. يهدف البحث إلى تسليط الضوء على أهمية المكان في تشكيل البنية السردية والاجتماعية والنفسية للقصص.,1,0.0,0.003215434083601286,8.0,14.0,0.1805000000000001
فارقة هي أسلوب بلاغي يعتمده المبدع لعرض أفكاره والتعبير عن تجاربه ورؤاه إذ هي ممارسة أدبية ذات إرهاصات فلسفية، دخلت الساحة النقدية العربية في القرن العشرين؛ بعدما لقيت رواجا كبيرا في النقد الغربي، حيث وردت بتعريفات مختلفة ومتنوعة يستعصي الإلمام بتعريف واحد لها، كما تعدّدت وظائفها من عصر لآخر حسب حاجة المبدع إليها، ومن بين التعريفات الشائعة للمفارقة نذكر تعريف بوث Booth وهي «لعبة لغوية ماهرة وذكية بين عنصرين: أحدهما صانع المفارقة، والآخر قارئُها بطريقة يقدم فيها صانع المفارقة النص بأسلوب يستثير القارئ، ويدعوه إلى رفض معناه الحرفي لصالح معناه الخفي الذي هو غالبا المعنى الضد، والقارئ في أثناء ذلك يجعل اللغة يصطدم بعضها ببعض بحيث لا يهدأ له بال إلا بعد أن يصل إلى المعنى الذي يريده ليستقر عنده» ، وللمفارقة عدة مستويات من بينها، المفارقة الساخرة التي سنحاول أن نرى كيف تجلت في أعمال بعض الشعراء المعاصرين..,0,0.0,0.0049382716049382715,6.0,9.0,0.09231654676258993
قد تحول النص الشعري الحداثي في خضم التجريب الشعري المستمر، والدائم، والملح، من شعرية القول، وانفعالية الصورة الشعرية إلى التشكيلات المتعددة التي يحملها النص/ الكتابة، وأضحى كل عنصر تقع عليه العين دالا ورامز، وذا أهمية قصوى في استقطاب متلق جديد، يهتم بكل مكونات النص. و يمكن القول أنه ومع القصيدة التشكيلية صار الشاعر والقارئ معا واعيين بمسألة الكتابة، بأطرها المكانية ومساحاتها البادية، وخطوطها الراسخة، وبياضاتها الدالة، وهوامشها الموحية، وألوانها الناصعة، وأيقن الطرفان أنّ الخطوة الجديدة التي تمّ تدميرها هي الانتقال من السياق القولي إلى الشكل الكتابي. وهو ما سوف تطرحه هذه الورقة البحثية من خلال الاشتغال على نصوص جزائرية معاصرة في المقام الأول.,0,0.0,0.0030816640986132513,7.0,9.0,0.07358201328564129
تهدف الدراسة الحالية إلى معرفة العلاقة بين فوبيا المدرسة و التوافق الدراسي لدى تلاميذ المرحلة الابتدائية، والتعرف على الفروق بين الذكور والإناث و الفروق بين السنوات الدراسية في فوبيا المدرسة والتوافق الدراسي وقد استخدم فيها المنهج الوصفي، وتكونت عينة الدراسة من (100) تلميذا وتلميذة من المدارس الابتدائية بولاية الجلفة.تم استخدام استمارة فوبيا المدرسة لسلوى السيد سليمان ومقياس التوافق الدراسي ليونجمان ، وتم التأكد من صدقهما وثباتهما بتجريبهما على عينة استطلاعية، وجرت المعالجة الإحصائية باستخدام البرنامج الإحصائي SPSS، وتوصلت الدراسة إلى النتائج التالية: توجد علاقة دالة إحصائيا بين فوبيا المدرسة والتوافق الدراسي لدى تلاميذ المرحلة الابتدائية كما أسفرت عن عدم وجود فروق دالة إحصائيا في فوبيا المدرسة والتوافق الدراسي حسب الجنس وحسب المستوى الدراسي على التوالي وأسفرت عن وجود فروق دالة إحصائيا في فوبيا المدرسة والتوافق الدراسي حسب المستوى الدراسي والجنس على التوالي..,0,0.003444316877152698,0.0057405281285878304,12.0,14.0,0.3046932742054693
يُبرز البحث دور الناقة في رحلة الوجود لدى طرفة بن العبد البكري، حيث تُعتبر رمزاً للموجودات وأقوى الحيوانات على المقاومة والصبر. تُظهر الناقة أهمية رفيقة الإنسان التي لا تمل ولا تشكو ولا تضجر، وتُعد دربه وأنسه في وحدته وغربته. وقد احتلت الناقة مكانة كبرى عند الإنسان الجاهلي، حتّى بلغت حد التقديس، واعتبرها وسيلته للرحلة عبر الزمن. يُظهر البحث كيف تعمل الناقة على تفريج الهم وتخفيف القلق والاكتئاب النفسي، وتُعتبر الوجه المشرق للحياة الذي ينمي بالشاعر الحس بالتسامي والرغبة في البقاء والخلود.,1,0.0,0.004073319755600814,6.0,5.0,0.10408093278463659
