text,label,prediction
"يتناول هذا البحث موضوع تنظيم القضاء الإداري في تونس وتأثيره على حركة التشريع. يشير البحث إلى أن تنظيم القضاء يعتبر مسألة حيوية للدولة بأكملها، حيث يساهم في إرساء العدل وضمان حقوق المواطنين.

يناقش البحث أهمية تنظيم القضاء الإداري وتحديد الهياكل القضائية المختصة وتوزيعها جغرافياً وتحديد اختصاصاتها المادية والترابية. كما يتناول البحث تحديد نظام القضاة والإجراءات المتبعة أمام المحاكم.

يهدف البحث إلى تسليط الضوء على الرقابة القضائية ودورها في البت في النزاعات بين الإدارة والأفراد، والنزاعات الانتخابية والجنائية وغيرها. يستعرض البحث أيضاً تطور تنظيم القضاء الإداري في تونس وتأثيره على ثقافة التقاضي لدى المواطنين والإدارة.

يستند البحث إلى الأمر المؤرخ في 7 نوفمبر 1981 المتعلق بالخصومة الإدارية، والذي أسس للقضاء الإداري في تونس وأسند الاختصاص في مادة النزاعات الإدارية للقاضي العدلي دون إنشاء هيكل قضاء إداري مستقل كما هو الحال في فرنسا.

في فترة الاستقلال، تعمقت خصوصية القضاء الإداري التونسي واقتدت بالنموذج الفرنسي الذي جعل القضاء مرتبطاً بالإدارة. يتناول البحث أيضاً عملية إعادة تنظيم القضاء الإداري في تونس وتأثيرها على تنظيم المحكمة الإدارية.

في المجمل، يقدم البحث تحليلاً مفصلاً لتنظيم القضاء الإداري في تونس وتأثيره على حركة التشريع والثقافة القضائية في البلاد.",1,1
يُقدم هذا البحث تحليلاً شاملاً لتاريخ بلاد المغرب القديم، الذي يُشكل امتداداً لتاريخنا الحديث والمعاصر. يُشير هذا البحث إلى أن تاريخ المغرب القديم ما يزال بحاجة إلى معالجة شاملة، حيث لم تتضح بعد معالمه الكبرى. يُبرز البحث أن هذا التاريخ يحتاج إلى مزيد من المجهودات والبحوث الجادة التي يمكن أن تزيل عنه ركام السنوات وتعيد له وطنيته. يُشير البحث إلى أن مؤرخي الفترة الاستعمارية، وكذلك المؤرخون الإغريق والرومان، قد حاولوا توجيه تاريخ المغرب القديم بما يخدم مصالح بلدانهم. يُبرز البحث أن هذا العمل يواجه اليوم تحديات عديدة تحول دون استكماله، سواء على المستوى القطري أو على المستوى الإقليمي. يُقدم البحث حلولاً مقترحة لمعالجة هذه التحديات وتعزيز البحث التاريخي في بلاد المغرب القديم.,1,1
"هذا المقال يستكشف جهود أحد الشخصيات الرئيسية في الثورة الجزائرية في الولايات التاريخية الرابعة والسادسة، الطيب بوقاسمي، المعروف أيضاً بالجغلالي. يتناول البحث الظروف المحيطة بنهاية الجغلالي، والجدل الذي نشأ بين قادة مناطق الولاية السادسة وموقف الهيئات القيادية للثورة التحريرية منه. كما يناقش البحث تأثيرات هذه الصراعات على الأداء السياسي والعسكري للولاية وعلاقاتها بالولايات العسكرية الأخرى. 

لإلقاء الضوء على هذه القضايا، يقدم البحث مجموعة من الآراء المختلفة للفاعلين في الثورة من خلال المذكرات الشخصية والدراسات التاريخية التي تناولت تاريخ الولاية السادسة. يهدف البحث إلى تقديم فهم أعمق وأكثر تفصيلاً لتاريخ الولاية السادسة والقضايا الشائكة التي ارتبطت بها. 

في النهاية، يمكن القول أن البحث يقدم نظرة شاملة ومتعمقة على تاريخ الولاية السادسة، مع التركيز على الأزمات القيادية التي واجهتها والتأثيرات السياسية والعسكرية لهذه الأزمات.",1,1
يركز البحث على استكشاف الأسس الشرعية لموضوع زرع الأعضاء من منظور إسلامي. يناقش المعايير الفقهية المبنية على الضرورات والضرر، وكيفية توظيف المبادئ الإسلامية في تجاوز التحديات الأخلاقية والطبية المرتبطة بزراعة الأعضاء. يتم تقييم تصريحات علماء مسلمين مثل ابن سينا وابن عبد السلام فيما يتعلق بمفاهيم الحفاظ على الحياة وتجنب الضرر. تشير الأدلة الفقهية إلى أن الإجراءات الطبية التي تهدف إلى إنقاذ الأرواح تتوافق مع التعاليم الإسلامية، شريطة مراعاة الضوابط الشرعية. يطرح البحث أهمية الأخلاق في الطب والتوازن بين المصالح العامة والخاصة من منظور إسلامي، مع التأكيد على ضرورة التمسك بالمعايير الشرعية لتحقيق التوازن في التطبيقات الطبية الحديثة، مثل زراعة الأعضاء. يتم تعزيز النقاش بالاستشهاد بنصوص دينية تدفع السعي لتحقيق العافية ومنع الضرر، مما يدعم شرعية زراعة الأعضاء كوسيلة للشفاء والإحسان.,1,1
تدرس هذه الورقة البحثية واقع الأمن الغذائي في الجزائر، وهو قضية استراتيجية تثير قلق الدول النامية. تواجه الجزائر تحديات مناخية وبشرية ومالية وتكنولوجية وعلمية في سعيها لتحقيق الأمن الغذائي والاكتفاء الذاتي في بعض المنتجات. يناقش البحث السياسات والبرامج الزراعية التي اعتمدتها الجزائر، بمفردها وبالتعاون مع منظمة الأغذية والزراعة. يقدم المحور الأول مفاهيم أساسية ومؤشرات للأمن الغذائي، بينما يقدم المحور الثاني تطور الأمن الغذائي في الجزائر من خلال مؤشرات رئيسية.,1,1
هدفت هذه الدراسة إلى استكشاف مدى تبني المؤسسات الصغيرة والمتوسطة في ولاية البليدة لنظام المعلومات التسويقي. بالاعتماد على المنهج الميداني، تم جمع البيانات من خلال استبيان موجه لمدراء هذه المؤسسات. توصلت الدراسة إلى أن المعلومات المحاسبية والقانونية والمتعلقة بالموردين لها تأثير كبير على قرارات السوق. كما لوحظ أن نظام السجلات الداخلية يعتبر جزءاً أساسياً من نظام المعلومات التسويقي، حيث يمثل ضرورة قانونية ويحقق فوائد عملية. بالمقابل، لم يتم استخدام أنظمة بحوث التسويق والاستخبارات التسويقية ونظام دعم القرار التسويقي بشكل ملحوظ في هذه المؤسسات.,1,1
"يتناول هذا البحث دور قانون النزاعات المسلحة في حماية حقوق المرأة الفلسطينية. يشير البحث إلى أن مبادئ ميثاق الأمم المتحدة تعتبر ركيزة هامة لتأهيل المرأة الفلسطينية وتمكينها من التمتع بحقوق الإنسان والحريات الأساسية. يتضمن البحث دراسة للقواعد القانونية التي تضمن حماية المرأة الفلسطينية خلال النزاعات المسلحة، بالإضافة إلى الآليات القانونية الدولية التي تهدف إلى حماية المرأة بشكل عام والمرأة الفلسطينية بشكل خاص.

على الرغم من وجود هذه القواعد والآليات، يشير البحث إلى أن تطبيقها لم يكن فعّالاً بسبب سيطرة الولايات المتحدة الأمريكية وعدم وجود إرادة دولية لمحاسبة إسرائيل على انتهاكاتها لحقوق المرأة الفلسطينية. يركز البحث على الكلمات المفتاحية مثل ""المرأة""، ""الفلسطينية""، ""حقوق الإنسان""، و""التمييز"".",1,1
يُعنى هذا البحث بتقديم رؤية متعمقة حول تعليم اللغة العربية في ظل التطورات السريعة في مجالات العلوم والاتصال والمعلوماتية، حيث تبرز الحاجة الملحة إلى تعزيز مكانة اللغة العربية وتطوير أساليب تعليمها. من خلال المنهج الوصفي، يُستكشف البحث أهمية اللغة العربية ودوافع الحاجة إلى تنميتها، مع تحليل لأسباب ضعفها الحالي. يُشدد البحث على دور اللسانيات التطبيقية في تعليم العربية، سواء للناطقين بها أو غير الناطقين، من خلال دمج مداخل ونظم تعليمية حديثة وتحليلات لأخطاء الدارسين. وتوصل البحث إلى نتائج محورية تهدف إلى تعزيز جودة تعليم العربية ورفع مستواها في سياق متغيرات العصر.,1,1
هدفت هذه الدراسة الى محاولة التعرف على أهمية ممارسة الأنشطة البدنية والرياضية في الطور الابتدائي ومدى انعكاس هذه الممارسة على النمو الاجتماعي والنفسي عند الطفل وكذلك هدفت الدراسة إلى محاولة الكشف عن واقع ممارسة الأنشطة البدنية والرياضية في بعض المدارس الابتدائية بولاية البويرة وهل فعلا الأنشطة البدنية والرياضية المبرمجة في الطور الابتدائي تتماشى مع مراحل النمو التي يمر بها الطفل في مرحلة التعليم الابتدائي. من الجانب الميداني والمنهجي قد تم اجراء الدراسة وتطبيقها على بعض المدارس الابتدائية بولاية البويرة حيث تم اختيار مجموعة من المعلمين كعينة للدراسة وتم اختيارهم بطريقة عشوائية بسيطة كما تم اتباع المنهج الوصفي في الدراسة وذلك باستخدام استمارات الاستبيان كأداة لجمع البيانات بعد اخضاعه للشروط العلمية من خلال تحكيمه من قبل أساتذة مختصين. ومن الجانب الاحصائي تم استخدام النسبة المئوية (%) واختبار كا² لتحليل البيانات المتحصل عليها من قبل أفراد عينة البحث. وبعد عملية جمع البيانات وتحليلها أسفرت النتائج عن تحقق الفرضيات التي تمت صياغتها في بداية الدراسة وكشفت الدراسة عن الدور البالغ و الأهمية الذي تلعبها الأنشطة البدنية والرياضية في تنمية الجانب الاجتماعي والنفسي لدى الطفل ومن خلال هذا توصلنا الى صياغة مجموعة من الاقتراحات نذكر منها:•ضرورة ممارسة النشاط البدني الرياضي في الطور الابتدائي. •الاعتماد على الألعاب الشبه الرياضية في الطور الابتدائي.•ضرورة توفير أساتذة مختصين لتدريس مادة التربية البدنية والرياضي في الطور الابتدائي...,0,0
تهدف هذه الدراسة إلى استكشاف العلاقة بين الخبرات الانفعالية وتأثيرها على خفض التوتر النفسي عند ممارسة التربية البدنية والرياضية لدى تلاميذ مرحلة الثانوية. تستخدم الدراسة منهجاً علمياً لجمع البيانات وتحليلها، حيث يتم قياس الخبرات الانفعالية والتوتر النفسي قبل وبعد ممارسة الأنشطة الرياضية. من المتوقع أن تظهر النتائج تأثيراً إيجابياً للخبرات الانفعالية على خفض التوتر النفسي وتحسين الصحة النفسية للتلاميذ. تعتبر هذه الدراسة إضافة قيمة للأبحاث المتعلقة بدور التربية البدنية والرياضية في تعزيز الصحة النفسية والرفاهية لدى الشباب.,1,1
يسعى هذا البحث إلى تحليل دور بيئة الأعمال العربية في تعزيز تنافسية المؤسسات الاقتصادية في إطار الوحدة الاقتصادية العربية، من خلال دراسة تطور العوامل المكونة لهذه البيئة تاريخياً وتوجيهاتها المستقبلية وأثرها على المؤسسات الاقتصادية وفرصها التسويقية. يركز البحث على دراسة عوامل دعم القدرات التنافسية للمؤسسات الاقتصادية، بما في ذلك الموارد الاقتصادية وتنوعها وتوزيعها، وكيفية تأثير ذلك على دفع الوحدة الاقتصادية العربية. يُجرى أيضًا تحليل لتنافسية المؤسسات الاقتصادية العربية على الصعيد العالمي بناءً على مجموعة من المؤشرات، بالإضافة إلى تحليل مناخ الأعمال في الدول العربية وجاذبيتها للاستثمار وأثر ذلك على تنافسية المؤسسات الاقتصادية، بهدف فهم العلاقة بين بيئة الأعمال والتنافسية الاقتصادية في إطار الوحدة الاقتصادية العربية.,1,1
تناولت الدراسة الجوانب التعليمية للنص المسرحي في مرحلة ما قبل الجامعة، وتحديداً في السنة الثالثة ثانوي، من خلال مقاربة توصيفية. تركزت على التحليل المنهجي للنصوص التعليمية المختارة، مع التركيز على تطور الأنشطة التعليمية في ضوء القرارات المدرسية الجزائرية الحديثة. يُبرز البحث أهمية المقاربة النصية والمقاربة بالكفاءات في تحقيق المنهج التعليمي المطلوب، مع التركيز على تنمية المهارات اللغوية والأدبية والفكرية لدى المتعلمين. يهدف البحث إلى تعزيز الوعي الثقافي والانتماء الحضاري العربي الإسلامي لدى الطلاب من خلال نصوص الأدب العربي المتنوعة والمختارة بعناية. يُقدم البحث رؤية شاملة حول كيفية تطبيق هذه المقاربات في تعليم النص المسرحي في المرحلة الثانوية.,1,1
تهدف هذه الدراسة إلى استكشاف الأنساق السوسيولوجية الكامنة في الرواية المغاربية المعاصرة من خلال تحليل بنية السرد ومدخلات المؤلف المضمرة. السؤال المركزي هو: ما هي أهم تمثيلات هذه الأنساق السوسيولوجية المضمرة، وكيف يمكن الكشف عن معانيها المخفية؟,1,1
تدرس هذه الدراسة تأثير الاستثمار في قطاع السياحة على النمو الاقتصادي في الجزائر خلال الفترة من 2000 إلى 2019. تستخدم الدراسة المنهج الوصفي والتحليلي لتوضيح وقياس العلاقة بين الاستثمار السياحي والنمو الاقتصادي في الجزائر. كما تستخدم نموذج VAR لتحديد العلاقة السببية بين المتغيرات على المدى الطويل. تشير النتائج إلى أن حجم الاستثمار السياحي يرتبط سلباً بمعدل النمو الاقتصادي، وأنه لا توجد علاقة سببية بين المتغيرين. بالإضافة إلى ذلك، تشير الدراسة إلى أن درجة الاستجابة للصدمات العشوائية قد تحققت منذ الفترة الأولى، وأنه لا يوجد تأثير كبير لقطاع السياحة على النمو الاقتصادي في الجزائر خلال الفترة المدروسة. الكلمات الرئيسية: الاستثمار السياحي، النمو الاقتصادي، الناتج المحلي الإجمالي، الاقتصاد الجزائري، نموذج VAR.,1,1
تحاول هذه الدراسة استكشاف مفهوم الحداثة و علاقته بالعمل الثوري، حيث يعتبر التحديث عملية شاملة تؤثر على جميع جوانب الحياة الاجتماعية للفرد. يُعرَّف الحداثة هنا على أنها مرحلة بدأت مع الثورة الفرنسية، وتمثلت في التوجه نحو التقدم والتحرر، مع التركيز على العقل والمعرفة والحريات والعدالة. يُشير البحث إلى أن الحداثة تتميز بالعقلنة والتقدم، ولكنها تواجه تحديات في فهمها وتعريفها بشكل دقيق. يُطرح سؤال حول ما إذا كانت الحداثة يمكن أن تكون تقليداً آخر، ويتناول البحث تعريفات الحداثة من منظور ثقافي واجتماعي وتاريخي، مع التركيز على أهمية الفهم العميق لمفهوم الحداثة في سياق الثورات العلمية والسياسية والتقنية.,1,1
تتميز شخصية الزعيم الليبي سليمان بن عبد الله الباروني (1870-1940) بتعدد اتجاهاتها واهتماماتها. فهو رجل عالم، وفقيه، ومؤلف، ومجاهد، وزعيم سياسي، وشاعر، وصحافي، وسيد بين أهله وعشيرته. ارتبط بعلاقات صداقة مع الكثير من العلماء الجزائريين، وراسل الشخصيات الدينية والزعماء السياسيين المسلمين، ملتمسا منهم يد العون والمساعدة في حربه ضد الطليان عام 1911، ومن بين هؤلاء: الشيخ محمد الهاشمي بن الشيخ إبراهيم الشريف، رئيس الطريقة القادرية بكل من سوف وتقرت، وذلك حينما عين سليمان مندوباً للجهاد سنة 1915م..,0,0
تهدف هذه الدراسة إلى الكشف عن العلاقة بين محددات الترويح الرياضي والانحراف السلوكي لدى المراهقين في المرحلة الثانوية بولاية تيارت. استند الباحث إلى المنهج الوصفي التحليلي، نظرًا لملاءمته لأهداف الدراسة، حيث اختار عينة مقصودة بلغ حجمها 11% من المجتمع الأصلي للدراسة. استخدمت الدراسة استبانة لقياس الانحرافات السلوكية بين الطلاب. أظهرت النتائج أن هناك استجابة متوسطة بنسبة 54.17% لجميع أبعاد الانحراف السلوكي بين تلاميذ المرحلة الثانوية في تيارت. كما كشفت النتائج عن وجود فروق ذات دلالة إحصائية فيما يتعلق بتأثير ممارسة الأنشطة الرياضية الترويحية على مستويات الانحراف السلوكي، لصالح التلاميذ غير المشاركين في مثل هذه الأنشطة. بناءً على هذه النتائج، يوصي الباحث بوضع استراتيجيات تربوية وقائية ضمن المناهج التعليمية، لتعزيز الوعي بأهمية الرياضة وأثرها الإيجابي على الصحة النفسية والعنف في المدارس. كما يوصي بزيادة تعزيز دور المؤسسات الاجتماعية في نشر الوعي حول أهمية ممارسة الأنشطة الرياضية كوسيلة فعالة للحد من الانحرافات السلوكية وتعزيز الصحة النفسية بين الطلاب.,1,1
هدفت هذه الدراسة إلى بيان أثر موازنة مبيعات البذور على مردودية محاصيل الحبوب، من خلال دراسة حالة تعاونية الحبوب والبقول الجافة بأم البواقي خلال الفترة من 2017 إلى 2021. وأظهرت النتائج أن هذه التعاونية لا تعير اهتماماً كبيراً لأساليب التنبؤ بالمبيعات، لا سيما الأساليب الكمية، مما يؤثر سلباً على مردودية المحاصيل. كما أوضحت الدراسة أن موازنة مبيعات البذور تلعب دوراً حيوياً في تحسين مردودية المحاصيل، ولكنها لا تحظى بأهمية كافية من قبل إدارة التعاونية. وخلصت الدراسة إلى أن تبني أساليب التنبؤ بالمبيعات والاهتمام بموازنة مبيعات البذور يمكن أن يسهم في تحسين مردودية محاصيل الحبوب.,1,1
