text,label,prediction
يتناول هذا البحث مقاربة منهجية لرؤية سعيد النورسي حول الرتاث والحداثة. يركز البحث على أهمية الرتاث الأخلاقي في توجيه الثقافة الإنسانية وتحقيق السعادة والسالمة للإنسان. يشير البحث إلى أن التطور التكنولوجي والمشاكل النفسية أدت إلى تناقضات في الحياة المعاصرة. يؤكد البحث على دور الدين الإسلامي في تحقيق التوازن الأخلاقي والحفاظ على الروح الإنسانية. يستعرض البحث أيضاً دور الإيمان في توجيه عواطف الإنسان وإرادته وتحقيق السعادة والرشاد.,1,1
يتناول هذا البحث موضوع فرادة النص القرآني واستحالة ترجمته إلى لغات أخرى. يشير الباحث إلى أن الفقهاء يؤكدون على عدم اعتبار ما يترجم من القرآن قرآناً، مما يدفع الناس للتساؤل عن سبب تميز القرآن عن النصوص الأخرى. يهدف البحث إلى استكشاف الأسباب وراء هذا التميز وما إذا كانت تعود إلى عاطفة دينية أم إلى حقيقة أعمق. يستخدم الباحث الأدلة اللغوية والنصية المتوفرة لتحليل مفهوم فرادة القرآن الكريم.,1,1
تعتبر الوساطة الجنائية من بين الآليات المستحدثة، لإنهاء الخصومة الجنائية، وهذا في بين طرفي النزاع، المتهم وضحية، وبتدخل طرف ثالث وهو النيابة العامة، ويعد هذا الإجراء المستحدث من بين الآليات التي تحقق مبدأ سرعة في الإجراءات والذي يعد من متطلبات المحاكمة العادلة، مما أدى إلى استحداث الأمر 15/02 المؤرخ في 7 شوال 1436ه الموافق ل 23 جويلية 2015م المعدل والمتمم لقانون الإجراءات الجزائية الجزائري، بعنوان الوساطة الجزائية. وهذا للتخفيف على جهاز القضاء من تراكم الملفات، والتي تشكل ضغطا على القاضي، من شأنه التأثير على أحكامه بطريقة لا تحقق مبادئ المحاكمة العادلة..,0,1
تهدف هذه الدراسة إلى تقديم تحليل مقارن بين أزمتين اقتصاديتين رئيسيتين في تاريخ الاقتصاد العالمي: أزمة الكساد الكبير عام 1929 وأزمة الركود المالي عام 2008. تستخدم الدراسة منهجية تاريخية اقتصادية لاستكشاف أسباب ونتائج كل أزمة، مع التركيز على السياسات الاقتصادية التي تم تنفيذها في كل حالة. من خلال مقارنة هذه الأزمات، تهدف الدراسة إلى تحديد الدروس المستفادة التي يمكن تطبيقها على السياسات الاقتصادية الحالية. تشير النتائج المتوقعة إلى أن هناك تشابهاً في العوامل التي أدت إلى كل أزمة، بما في ذلك السياسات النقدية والمالية غير الملائمة. تهدف الدراسة إلى تقديم رؤية قيمة حول كيفية تعلم الاقتصاد العالمي من الأزمات الماضية لتحسين استجابته للأزمات الاقتصادية المستقبلية.,1,1
هدفت الدراسة الى اكتشاف أثر استخدام استراتيجية خرائط المفاهيم في التحصيل لدى تلاميذ السنة الاولى من التعليم الابتدائي في مادة اللغة العربية، تكونت العينة من (56) تلميذا واختيروا بطريقة قصدية، ولتحقيق هدف الدراسة تم استخدام المنهج التجريبي، وتم تقسيم عينة الدراسة الى مجموعتين احداهما تجريبية تلقت دروسا وفق استراتيجية الخرائط المفاهيمية، والاخرى ضابطة تلقت الدروس بالطريقة الاعتيادية، وتم التحقق من أن المجموعتين متساويتين ومتجانستين في العمر الزمني ومستوى التحصيل في اللغة العربية، وتم بناء خطط تدريسية قائمة على الخرائط المفاهيمية ،من خلال تحديد المفاهيم المتضمنة في الدروس المختارة من مقرر كتاب السنة الاولى الابتدائي، كما اعد اختبارا تحصيليا من نوع الاختبار من متعدد، وتوصلت الدراسة الى أن استخدام الخرائط المفاهيمية ذا فاعلية في التحصيل الدراسي في اللغة العربية، اذ تفوقت المجموعة التجريبية على الضابطة بدلالة إحصائية.,0,0
"تتناول هذه الدراسة الجوانب الحضارية المتعلقة بانتشار اللغة العربية في بلاد السودان الغربي، حيث أصبحت لغة رسمية بجانب اللغات المحلية. يعود هذا التطور إلى جهود علماء من المنطقة وخارجها، الذين ساهموا في تطوير علوم اللغة والأدب مثل النحو والصرف والشعر. من بين العلماء المذكورين في الدراسة نجد الإمام المغيلي وأحمد بابا التنبكتي وزيدم التيشيتي وعبد الله بن محمد الشهير بابن رازكة.

كلمات مفتاحية: السودان الغربي، صنهاجة، أسكيا، الهوسا، تيشيت، المغيلي، التنبكتي",1,1
"تلعب العوائد النفطية دوراً محورياً في تشكيل مسار التنمية وطبيعتها، سواء في الدول المنتجة أو المستوردة للنفط. تعتبر هذه السلعة الاستراتيجية عنصراً أساسياً في الصناعة وتؤثر بشكل فعّال على مختلف جوانب النشاط الاقتصادي والمالي والمصرفي. في سياق الدول النامية، تسعى العديد من الدول لزيادة معدلات إنتاجها الاقتصادي من المواد الأولية لتلبية التزاماتها الخارجية.

في الجزائر، بوصفها دولة نامية، يشكل قطاع المحروقات العمود الفقري للاقتصاد، حيث يستمر في الهيمنة على النشاط الاقتصادي لأكثر من أربعة عقود بعد الاستقلال. يساهم هذا القطاع بشكل كبير في الصادرات الجزائرية، حيث تتجاوز نسبة مساهمته 95%، وفي الناتج الداخلي الخام بحوالي 30%. انطلاقاً من هذه المعطيات، تهدف دراستنا إلى تحديد مدى تأثير العوائد النفطية في تحقيق التنمية المستدامة في الجزائر.",1,1
"البطالة وآثارها الاقتصادية والاجتماعية في الوطن العربي:

تعد البطالة من أهم المشكلات التي تواجه الدول العربية، حيث تؤثر سلبًا على الاقتصاد والمجتمع والسياسة. تتنوع أسباب البطالة بين زيادة السكان وعدم توافق مخرجات التعليم مع متطلبات سوق العمل، بالإضافة إلى القيود المفروضة على تطوير قوى الإنتاج بسبب توقف التنمية وتفاقم المديونية الخارجية. نتيجة لهذه التحديات، تلجأ بعض الدول العربية إلى طلب المساعدة من المؤسسات المالية الدولية مثل صندوق النقد الدولي والبنك العالمي، مما يؤدي إلى تطبيق سياسات صارمة تشمل خصخصة المؤسسات وتسريح العمال، مما يزيد من الآثار السلبية على المجتمعات العربية.",1,1
"تهدف هذه الدراسة إلى استكشاف المرتكزات اللسانية لنظرية باختين الحوارية وتحليل أصولها ومفاهيمها. لتحقيق هذا الهدف، سيتم استخدام منهج متعدد التخصصات يجمع بين التحليل اللساني والفلسفي والثقافي. من خلال دراسة أعمال باختين وتحليل النصوص الحوارية، نسعى لفهم الأسس اللسانية التي تقوم عليها نظريته وكيف تساهم في تطوير فهمنا للتواصل والتفاعل بين الأفراد والثقافات.

من المتوقع أن تسلط هذه الدراسة الضوء على أهمية الحوار والتفاعل في تشكيل اللغة والثقافة، وكيف يمكن لنظرية باختين أن تقدم إطاراً نظرياً لفهم هذه العمليات. كما تهدف الدراسة إلى المساهمة في تطوير الدراسات البختينية وتوسيع نطاق تطبيقاتها في مجالات مثل علم اللغة والدراسات الثقافية والتواصل بين الأفراد والجماعات.",1,1
تتناول الدراسة الإشكالات العملية المتعلقة بنظام الخلع في الجزائر، في ضوء المادة 54 من قانون الأسرة الجزائري. يشير الباحث إلى أن الزواج يعد عقدًا مستمرًا، إلا أن التعايش قد يصبح مستحيلًا بين الزوجين، مما يحتم اللجوء إلى الطلاق أو الخلع. يسمح القانون الجزائري للمرأة بطلب الخلع دون موافقة الزوج، إلا أن هذا النظام يواجه تحديات قانونية نتيجة لعدم وضوح بعض التفاصيل التطبيقية. يشير النص إلى أن الخلافات الفقهية في الشريعة الإسلامية تمثل عائقًا أمام الرجوع إليها لسد الفجوات التشريعية. المقترح هو تعديل القانون من قبل المشرع لإيضاح القضايا الخلافية وضمان تنظيم فعّال لعملية الخلع، بما يضمن حقوق جميع الأطراف المعنية. يبرز البحث أهمية تفعيل القانون بصورة تتوافق مع الواقع الاجتماعي المعاصر، ويشدد على دور المشرع في تنظيم العلاقات الزوجية بشكل متوازن.,1,1
"ملخص:

يهدف هذا البحث إلى تأصيل فكرة النظام العام العمراني في التشريع الجزائري. يتناول البحث تطور مفهوم النظام العام وتأثيره على المجتمع الحضري. يشير البحث إلى أن النظام العام العمراني يعتبر وجهاً حديثاً من أوجه فكرة النظام العام، حيث يركز على حماية المصلحة العامة العمرانية وضمان استمرارية التطور الحضري.

يستعرض البحث أيضاً دور عقود التعمير وأدوات التعمير في تطبيق النظام العام العمراني وتحقيق أهدافه. يعتمد البحث على مجموعة من الأفكار الفلسفية والقانونية لتوضيح أهمية النظام العام العمراني وتأثيره على المجتمع الجزائري.

كلمات مفتاحية:
النظام العام، النظام العام العمراين، عقود التعمري، أدوات التعمري.",1,1
"يناقش هذا البحث مفهوم النحو الوظيفي، وهو نظرية لسانية حديثة ظهرت في كتاب سيمون دك ""النحو الوظيفي"" في عام 1978. تم تطوير هذا النحو الوظيفي وإغنائه من خلال الدراسة والتطبيق على لغات طبيعية مختلفة، بما في ذلك اللغة العربية. النحو الوظيفي هو نموذج للغة العربية يعتمد على مبادئ نظرية النحو الوظيفي التي أسسها سيمون دك وطورها أحمد املتوكل. يركز النحو الوظيفي على العلاقة بين بنية اللغة ووظيفتها الأساسية، وهي التواصل. يصف هذا النحو القدرة التواصلية للمتكلم/المستمع المثالي، وهو نموذج مصورن للقدرة التواصلية التي تعتمد على تبعية بنية اللغات الطبيعية لوظيفتها. يندرج النحو الوظيفي ضمن زمرة الأنحاء الوظيفية، التي تقابلها الأنحاء غير الوظيفية. تسعى الأنحاء الوظيفية إلى وصف خصائص اللغات الطبيعية وربط البنية بالوظيفة، بينما تقف الأنحاء غير الوظيفية عند بنية اللغة دون ربطها بالوظيفة.",1,1
البعد الاجتماعي في الخطاب المسرحي الجزائري يعد موضوعاً حيوياً في فهم العلاقة بين المسرح والجمهور الجزائري. يبرز هذا البحث أهمية مفهوم ازدواجية العرض المسرحي في الجزائر، حيث يركز على العلاقة بين المسرح والمجتمع الجزائري خلال فترتين رئيسيتين: مرحلة الاحتلال الفرنسي ومرحلة الاستقلال. خلال المرحلة الأولى، كانت القضايا الاجتماعية مثل الطلاق والمخدرات والبخل والمصالح الشخصية محوراً رئيسياً للعرض المسرحي. في حين أن مرحلة الاستقلال شهدت تركيزاً أكبر على العراقيل الاجتماعية التي تحول دون تحقيق العدالة الاجتماعية بين أفراد المجتمع الجزائري. يسلط هذا البحث الضوء على دور المسرح في تعزيز الوعي الاجتماعي وتحفيز النقاش حول القضايا الاجتماعية في الجزائر. يُظهر البحث أن المسرح الجزائري يعكس التغيرات الاجتماعية والسياسية في المجتمع الجزائري، مما يجعله أداة فنية هامة في فهم الواقع الاجتماعي والثقافي للجزائر.,1,1
تهدف هذه الدراسة إلى تحديد الإطار القانوني لنص المادة 140 مكرر مسؤولية المنتج وفقا لأحكام القانون المدني الجزائري المعدل و المتمم سنة 2005. لتحقيق هذا الهدف، سيتم استخدام منهج تحليلي مقارن لمراجعة النصوص القانونية ذات الصلة ومقارنتها بالقوانين الأخرى. من المتوقع أن تسلط الدراسة الضوء على الجوانب الرئيسية لمسؤولية المنتج في القانون الجزائري وتقديم توصيات لتحسين النظام القانوني في هذا المجال.,1,1
تعد جريدة البصائر من بين الجرائد الجزائرية الوطنية القليلة جدا التي عاشت مدة زمنية طويلة إلى حد ما، إذ تقدر هذه الفـترة الزمنية بأكثر من ثلاثـة عشر سنة، قطعتها على فتـرتين. الأولى فيـما بين 1935 – 1939 حيث توقفت عن الصدور عند اندلاع الحرب العالمية الثانية بأمر من الشيخ عبد الحميد بن باديس رئيس الجمعية التي كانت الجريدة تتحدث باسمها. وعند انتهاء هذه الحرب أعاد الشيخ محمد البشر الإبراهيمي الرئيس الجديد للجمعية، بعد وفاة الشيخ ا لإمام عبد الحميد بن باديس، اصدراها مرة ثانية سنة 1947. واستمرت في الصدور إلى غاية أواخر سنة 1956، وهذا معناه أنها عايشت أحداث الثورة التحريرية الجزائرية لقرابة العامين تقريبا..,0,0
"يتناول هذا البحث موضوع الحق في الاسم ومدى اعتباره عنصراً للحياة الخاصة. يشير الباحث إلى أن الاسم يُعتبر وسيلة للتمييز والتعيين بين الأفراد، وهو جزء من العلامات المميزة للشخصية. يستعرض البحث أيضاً تنظيم هذا الحق في التشريع الجزائري والقوانين المتعلقة به، مثل قانون حماية الطفل والأمر المتعلق بالبطاقة الوطنية للتعريف.

يثير البحث جدلاً حول الطبيعة القانونية للحق في الاسم وعلاقته بالحياة الخاصة. يشير الباحث إلى أن هذا الجدل ينبع من الغموض المحيط بمصطلح ""الحق في السرية""، لكنه يرجح اعتبار الحق في الاسم جزءاً من الحقوق الأساسية للشخصية.

كلمات مفتاحية: الاسم، الخصوصية، الحق، اللصيقة بالشخصية، اللقب.",1,1
"تهدف هذه الدراسة إلى تحليل الأزمة الدستورية المتعلقة بشغور منصب رئيس الجمهورية في الجزائر. تستخدم الدراسة منهجاً قانونياً وسياسياً لفهم السياق القانوني والسياسي لهذه الأزمة. من خلال تحليل النصوص الدستورية والقوانين ذات الصلة، تسعى الدراسة إلى تحديد الأسباب والعوامل التي أدت إلى هذه الأزمة. بالإضافة إلى ذلك، تستعرض الدراسة التجارب الدولية المماثلة وتقدم توصيات للتعامل مع هذه الأزمة الدستورية في الجزائر.

توقع الدراسة أن تكشف عن تعقيدات النظام السياسي والدستوري الجزائري وتأثيرها على عملية اختيار رئيس جديد للجمهورية. كما تتوقع أن تقدم الدراسة تحليلاً مفصلاً للحلول القانونية والسياسية الممكنة للخروج من هذه الأزمة الدستورية وضمان استقرار النظام السياسي في الجزائر.",1,1
"تهدف هذه الدراسة التحليلية إلى استكشاف المسؤولية المدنية لمقدمي خدمات التصديق الإلكتروني، كما هو موضح في القانون 15-04 الذي ينظم التوقيع والتصديق الإلكترونيين في الجزائر. مع تزايد أهمية التجارة الإلكترونية وتأثيرها على النظام القانوني للعقود، تبرز الحاجة إلى توفير الثقة والأمان بين الأطراف المتعاقدة. يلعب مقدمو خدمات التصديق الإلكتروني دوراً محورياً في هذا السياق، حيث يتحققون من صحة التوقيعات ويصدرون شهادات إلكترونية موثوقة.

في ضوء ذلك، تسعى هذه الدراسة إلى تحليل الالتزامات القانونية المترتبة على مقدمي خدمات التصديق الإلكتروني والعواقب الناجمة عن الإخلال بهذه الالتزامات. من خلال دراسة القانون 15-04، سيتم تسليط الضوء على القواعد العامة المتعلقة بالتوقيع والتصديق الإلكترونيين وكيفية تطبيقها على مقدمي الخدمات.

كلمات مفتاحية: التصديق الإلكتروني، مقدم خدمات التصديق الإلكتروني، المسؤولية، التوقيع الإلكتروني.",1,1
تدرس هذه الورقة البحثية الآثار الاقتصادية والاجتماعية للهجرة الأفريقية غير الشرعية على الجزائر، مع التركيز على كيفية تأثير هذه الظاهرة على أمن البلاد. يتم استخدام منهجيات متعددة التخصصات، تجمع بين التحليل الكمي والنوعي، لتقييم الآثار الاقتصادية والاجتماعية للهجرة غير الشرعية. تشير النتائج إلى أن الهجرة غير الشرعية لها آثار إيجابية وسلبية على أمن الجزائر الاقتصادي والاجتماعي. بينما يمكن أن تحفز الهجرة النمو الاقتصادي من خلال توفير العمالة، فإنها تشكل أيضا تحديات كبيرة، بما في ذلك الضغط على الخدمات العامة، وزيادة المنافسة على الوظائف، والإمكانية لزيادة معدلات الجريمة.,1,1
تتناول الدراسة العلاقة بين العوامل السوسيولوجية والفعل الاستهلاكي لدى الفرد الجزائري، حيث يشير التحليل إلى تحول النظرة إلى الاستهلاك من كونه عملية اقتصادية بحتة إلى ظاهرة اجتماعية معقدة تتداخل فيها عوامل مختلفة. في البداية، تم تصوير الاستهلاك كمفهوم اقتصادي يرتبط بالشراء والتداول المالي، إلا أن العلماء الاجتماعيين الحديثين يرون أن هناك تأثيرات سوسيولوجية هامة تُشكل وتُعيد تعريف الفعل الاستهلاكي. تشمل هذه التأثيرات الرموز والمعاني الثقافية الكامنة في عملية الشراء والاستخدام للسلع، مما يسهم في تشكيل ثقافة استهلاكية متميزة تعكس هويات فردية واجتماعية. تستهدف الدراسة فهم كيف تؤدي هذه العوامل السوسيولوجية إلى تغييرات في أسلوب الحياة وقيم الأفراد في المجتمع الجزائري. تهدف النتائج إلى تسليط الضوء على أبعاد الاستهلاك التي تتجاوز الجانب المادي، مبرزة أهمية التفاعل الاجتماعي والثقافي في فهم الفعل الاستهلاكي بالجزائر.,1,1
تهدف هذه الدراسة إلى استكشاف مفهوم المسؤولية الاجتماعية في سياق استراتيجيات المنظمات الاقتصادية وبوادر الاهتمام بها في الجزائر. تستخدم الدراسة منهجاً تحليلياً لتقييم دور المسؤولية الاجتماعية في تعزيز التنمية المستدامة وتحقيق التوازن بين المصالح الاقتصادية والاجتماعية والبيئية. من خلال تحليل البيانات المجمعة من مصادر مختلفة، تسعى الدراسة إلى تحديد العوامل المؤثرة على تبني المنظمات الاقتصادية لممارسات المسؤولية الاجتماعية وتقييم تأثيرها على الأداء الاقتصادي والاجتماعي والبيئي. بالإضافة إلى ذلك، تستعرض الدراسة التجارب الدولية الناجحة في مجال المسؤولية الاجتماعية وتستخلص الدروس المستفادة لتطبيقها في السياق الجزائري. في النهاية، تقدم الدراسة توصيات لتعزيز تبني ممارسات المسؤولية الاجتماعية في المنظمات الاقتصادية الجزائرية وتحسين أدائها الاقتصادي والاجتماعي والبيئي.,1,1
هدفت هذه الدراسة المقارنة إلى تحليل فاعلية الذات لدى تلاميذ السنة الخامسة الابتدائية العاديين وذوي صعوبات التعلم في مجموعة من المدارس الابتدائية بولاية الوادي، الجزائر. تم اختيار عينة قصدية مكونة من 25 تلميذ عادي و25 تلميذ ذوي صعوبات التعلم من إجمالي 277 تلميذ وتلميذة. استخدمت الباحثة مقياس فاعلية الذات الذي أعدته فنيش عام 2014، والذي أظهر مستويات عالية من الصدق والثبات. توصلت الدراسة إلى وجود فروق طفيفة بين العينتين في فاعلية الذات، بالإضافة إلى نسبة انتشار متوسطة الارتفاع لصعوبات التعلم بين تلاميذ السنة الخامسة، والتي بلغت 09.02% من إجمالي عينة الدراسة.,1,1
