,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
86,0,0.0,0.004056795131845842,2.0,9.0,0.1217948717948718
87,0,0.0,0.002034587995930824,7.0,9.0,0.14346061005047184
88,0,0.0,0.0034965034965034965,1.0,9.0,0.18696372121029659
89,0,0.0,0.009819967266775777,5.0,11.0,0.16906565656565653
90,0,0.0,0.0027434842249657062,5.0,19.0,0.1966555183946488
91,0,0.007547169811320755,0.005660377358490566,4.0,9.0,0.11802413273001511
92,0,0.0,0.0019120458891013384,4.0,10.0,0.1934189406099518
93,0,0.0,0.005893909626719057,6.0,8.0,0.24214858132986783
94,0,0.0,0.004319654427645789,5.0,11.0,0.16903434634058612
95,0,0.015050167224080268,0.006688963210702341,7.0,9.0,0.05981647218760622
96,0,0.005763688760806916,0.005763688760806916,10.0,11.0,0.2130833333333333
97,0,0.010810810810810811,0.004054054054054054,6.0,14.0,0.202481814291827
98,0,0.030654515327257662,0.004971002485501243,7.0,14.0,0.19198717948717947
99,0,0.0,0.0036496350364963502,7.0,13.0,0.16082566082566063
100,0,0.0,0.003179650238473768,12.0,7.0,0.08040573973280551
101,0,0.009884678747940691,0.008237232289950576,5.0,13.0,0.17943805874840346
102,0,0.007058823529411765,0.002352941176470588,4.0,11.0,0.17339889942629672
103,0,0.0,0.004155124653739612,6.0,12.0,0.10555187742362615
104,0,0.0,0.004201680672268907,9.0,7.0,0.15645189453466024
105,0,0.0,0.003048780487804878,4.0,8.0,0.13615412979351027
106,0,0.011019283746556474,0.005509641873278237,12.0,24.0,0.17489838090696463
107,0,0.0,0.004081632653061225,3.0,11.0,0.1444029850746269
108,0,0.0,0.003418803418803419,3.0,9.0,0.16411023818431225
109,0,0.005215123859191656,0.002607561929595828,6.0,15.0,0.15873015873015883
110,0,0.020905923344947737,0.006968641114982578,2.0,7.0,0.13600891861761433
111,0,0.0,0.003389830508474576,3.0,13.0,0.13019232957778537
112,0,0.0,0.0022002200220022,8.0,16.0,0.15637333333333325
113,0,0.0,0.002352941176470588,13.0,10.0,0.18362573099415203
114,0,0.013559322033898305,0.0022598870056497176,10.0,16.0,0.13728075203485046
115,0,0.012987012987012988,0.006493506493506494,5.0,10.0,0.12285223367697595
116,0,0.0,0.005119453924914676,4.0,5.0,0.0713554987212277
117,0,0.0,0.00558659217877095,9.0,13.0,0.19833903273082565
118,0,0.0,0.005545286506469501,6.0,8.0,0.08210267229254575
119,0,0.0,0.0030441400304414,5.0,13.0,0.10804473304473294
120,0,0.011142061281337047,0.005571030640668524,9.0,10.0,0.15208388404264706
121,0,0.0,0.0034542314335060447,10.0,8.0,0.07594936708860756
122,0,0.0050062578222778474,0.0037546933667083854,10.0,10.0,0.11567335682549418
123,0,0.014953271028037384,0.003738317757009346,3.0,14.0,0.21229508196721314
124,0,0.0,0.0025412960609911056,6.0,13.0,0.19853674758895923
125,0,0.0,0.002600780234070221,15.0,11.0,0.12692445399212327
126,0,0.0,0.0037128712871287127,7.0,16.0,0.15457562825983895
127,0,0.0,0.0030864197530864196,6.0,13.0,0.13780796684319596
128,0,0.0,0.004968944099378882,3.0,18.0,0.19811320754716966
129,0,0.018893387314439947,0.005398110661268556,6.0,11.0,0.18734222863324912
130,0,0.0243161094224924,0.00303951367781155,4.0,11.0,0.15319485211108597
131,0,0.014,0.004,6.0,16.0,0.26164815121870344
132,0,0.0,0.0064,3.0,11.0,0.14500000000000002
133,0,0.0,0.0022026431718061676,11.0,15.0,0.1324931506849314
134,0,0.0,0.0028129395218002813,5.0,12.0,0.2395141700404857
135,0,0.0,0.005044136191677175,10.0,10.0,0.05710795541304026
136,0,0.002702702702702703,0.004054054054054054,11.0,7.0,0.20486111111111116
137,0,0.00508646998982706,0.00508646998982706,15.0,12.0,0.22773972602739723
138,0,0.017496635262449527,0.004037685060565276,9.0,10.0,0.2041258263049921
139,0,0.0,0.004379562043795621,10.0,8.0,0.14958229848724325
140,0,0.0,0.006514657980456026,3.0,9.0,0.1917808219178081
141,0,0.0,0.00354924578527063,11.0,17.0,0.22610562865497075
142,0,0.0,0.004777070063694267,9.0,13.0,0.13995943204868144
143,0,0.0,0.0035778175313059034,6.0,7.0,0.13513071895424833
144,0,0.0,0.0025348542458808617,11.0,11.0,0.24538152610441766
145,0,0.0034482758620689655,0.006896551724137931,3.0,9.0,0.19680666435265537
146,0,0.00905349794238683,0.0032921810699588477,6.0,13.0,0.2440109767855818
147,0,0.005263157894736842,0.0035087719298245615,5.0,12.0,0.18301754385964908
148,0,0.0056925996204933585,0.0056925996204933585,3.0,9.0,0.17492378048780477
149,0,0.002355712603062426,0.004711425206124852,6.0,11.0,0.27280265339966836
150,0,0.006141248720573183,0.00511770726714432,2.0,22.0,0.2639243016601509
151,0,0.011412268188302425,0.008559201141226819,8.0,7.0,0.21862527716186242
152,0,0.003676470588235294,0.007352941176470588,1.0,5.0,0.18461538461538463
153,0,0.009873060648801129,0.004231311706629055,6.0,8.0,0.14638572436737585
154,0,0.011904761904761904,0.00744047619047619,10.0,8.0,0.2544563279857397
155,0,0.008787346221441126,0.008787346221441126,6.0,6.0,0.03539156626506035
156,0,0.004451038575667656,0.005934718100890208,2.0,5.0,0.17003584229390678
157,0,0.004219409282700422,0.004219409282700422,14.0,8.0,0.22743232529165236
158,0,0.0070028011204481795,0.0056022408963585435,7.0,11.0,0.1848408002254156
159,0,0.01568627450980392,0.00392156862745098,6.0,12.0,0.27016129032258074
160,0,0.0,0.004048582995951417,5.0,8.0,0.14645161290322584
161,0,0.0,0.0022396416573348264,8.0,17.0,0.1823654972360571
162,0,0.0030721966205837174,0.0030721966205837174,9.0,11.0,0.10992567729561253
163,0,0.014959723820483314,0.005753739930955121,12.0,12.0,0.3305448305448304
164,0,0.0,0.008361204013377926,4.0,10.0,0.0934065934065933
165,0,0.0,0.0036275695284159614,7.0,14.0,0.16915655150949283
166,0,0.0,0.00425531914893617,10.0,13.0,0.23099230866221165
167,0,0.006968641114982578,0.006968641114982578,3.0,17.0,0.22479185938945423
168,0,0.025,0.007142857142857143,4.0,8.0,0.09708978328173368
169,0,0.0,0.003289473684210526,3.0,16.0,0.16676607419778122
170,0,0.00823045267489712,0.00411522633744856,2.0,3.0,0.04970760233918137
171,0,0.0,0.0035398230088495575,7.0,7.0,0.12634620436038868
172,0,0.0,0.005226480836236934,8.0,12.0,0.20662100456621002
173,0,0.029253271747498075,0.001539645881447267,15.0,21.0,0.3016541956939307
174,0,0.0,0.0030721966205837174,5.0,17.0,0.21546703936641043
175,0,0.019305019305019305,0.003861003861003861,6.0,4.0,0.12081128747795411
176,0,0.011784511784511785,0.006734006734006734,5.0,10.0,0.1539759036144579
177,0,0.0,0.0036275695284159614,4.0,14.0,0.11991325424161259
178,0,0.0,0.0031645569620253164,7.0,21.0,0.2271991911021234
179,0,0.0,0.001932367149758454,12.0,16.0,0.18070818070818073
180,0,0.017994858611825194,0.005141388174807198,11.0,8.0,0.2511748120300752
181,0,0.0,0.0056179775280898875,3.0,17.0,0.18604400345125116
182,0,0.0,0.008048289738430584,4.0,8.0,0.1534013605442177
183,0,0.0,0.006144393241167435,3.0,13.0,0.13980828359558695
184,0,0.0,0.004975124378109453,2.0,18.0,0.18705035971223039
185,0,0.0,0.0028169014084507044,2.0,15.0,0.14084967320261432
186,0,0.0,0.004629629629629629,5.0,14.0,0.09441602728047727
187,0,0.0,0.00591016548463357,5.0,14.0,0.10943669386680699
188,0,0.0,0.0038363171355498722,5.0,9.0,0.16211363344876228
189,0,0.0,0.008025682182985553,14.0,12.0,0.1350826044703597
190,0,0.00909090909090909,0.005681818181818182,13.0,11.0,0.2268181818181818
191,0,0.0,0.007952286282306162,4.0,11.0,0.13104965430546822
192,0,0.013803680981595092,0.007668711656441718,6.0,10.0,0.10937019969278028
193,0,0.0,0.0035971223021582736,7.0,8.0,0.17878115620514157
194,0,0.0,0.002631578947368421,2.0,10.0,0.12011019283746549
195,0,0.0,0.006075334143377886,3.0,12.0,0.1235697940503433
196,0,0.0,0.006578947368421052,10.0,6.0,0.13458823529411768
197,0,0.0,0.005504587155963303,2.0,11.0,0.20089769385544032
198,0,0.0,0.0023894862604540022,6.0,23.0,0.21208053691275164
199,0,0.0,0.0027662517289073307,4.0,10.0,0.12752487187217376
200,0,0.014373716632443531,0.01026694045174538,2.0,6.0,0.06186868686868685
201,0,0.0,0.0035026269702276708,3.0,10.0,0.15294117647058836
202,0,0.0,0.0035087719298245615,3.0,6.0,0.041935076417835004
203,0,0.004092769440654843,0.002728512960436562,5.0,8.0,0.11189993238674778
204,0,0.0,0.005309734513274336,4.0,8.0,0.1359064621574051
205,0,0.0149812734082397,0.009363295880149813,6.0,10.0,0.13746505125815456
206,0,0.0,0.003179650238473768,7.0,10.0,0.12286324786324787
207,0,0.0,0.005802707930367505,3.0,9.0,0.1276390008058017
208,0,0.0,0.0026595744680851063,6.0,16.0,0.24305668344973186
209,0,0.012345679012345678,0.007407407407407408,2.0,9.0,0.15387959139317542
210,0,0.0,0.003022974607013301,13.0,24.0,0.24795555555555548
211,0,0.0,0.004437869822485207,4.0,17.0,0.144604376404027
212,0,0.0,0.0027359781121751026,8.0,7.0,0.1400178804758958
213,0,0.0,0.002472187886279357,14.0,11.0,0.15863095238095237
214,0,0.0,0.004054054054054054,10.0,7.0,0.1393953745362697
215,0,0.005442176870748299,0.005442176870748299,9.0,15.0,0.1415254237288135
216,0,0.00784313725490196,0.00261437908496732,12.0,11.0,0.20472868217054252
217,0,0.007722007722007722,0.009652509652509652,7.0,10.0,0.09953560371517045
218,0,0.0,0.002857142857142857,9.0,8.0,0.11134020618556706
219,0,0.007952286282306162,0.009940357852882704,4.0,4.0,0.07060810810810803
220,0,0.0,0.003861003861003861,9.0,8.0,0.12066772655007951
221,0,0.0,0.002369668246445498,11.0,19.0,0.2394675626776943
222,0,0.0,0.0051813471502590676,9.0,6.0,0.13684503901895217
223,0,0.0,0.003745318352059925,11.0,3.0,0.07208267922553646
224,0,0.0,0.01020408163265306,4.0,15.0,0.2076425631981187
225,0,0.0,0.005961251862891207,4.0,9.0,0.07518796992481214
226,0,0.0,0.003676470588235294,3.0,14.0,0.1398000243872699
227,0,0.0,0.003355704697986577,2.0,16.0,0.12642595499738363
228,0,0.008528784648187633,0.010660980810234541,3.0,7.0,0.12900223380491438
229,0,0.005154639175257732,0.007731958762886598,4.0,14.0,0.12852206273258893
230,0,0.0,0.002898550724637681,8.0,8.0,0.0983118172790467
231,0,0.005788712011577424,0.008683068017366137,8.0,6.0,0.17469478357380686
232,0,0.006666666666666667,0.0044444444444444444,9.0,14.0,0.1659297052154196
233,0,0.004830917874396135,0.008051529790660225,15.0,6.0,0.12930232558139543
234,0,0.0,0.0056947608200455585,11.0,15.0,0.17184016463728358
235,0,0.0,0.0054249547920434,3.0,7.0,0.07859848484848464
236,0,0.0,0.0036258158085569255,0.0,20.0,0.27490090781230014
237,0,0.015151515151515152,0.007575757575757576,9.0,19.0,0.19597402597402613
238,0,0.0,0.003552397868561279,5.0,10.0,0.1490212296663911
239,0,0.004803843074459567,0.0032025620496397116,13.0,21.0,0.19840277777777793
240,0,0.005610098176718092,0.009817671809256662,4.0,11.0,0.17742486338797803
241,0,0.0,0.004530011325028313,5.0,16.0,0.1471180021304297
242,0,0.0,0.006570302233902759,3.0,13.0,0.14208101231002002
243,0,0.0,0.003246753246753247,3.0,12.0,0.14499785928357367
244,0,0.0063025210084033615,0.012605042016806723,5.0,10.0,0.15918768424500485
245,0,0.0,0.004754358161648178,3.0,13.0,0.14280722189866046
246,0,0.0,0.004228329809725159,4.0,9.0,0.10105633802816905
247,0,0.0,0.0027624309392265192,8.0,8.0,0.14587458745874593
248,0,0.006097560975609756,0.010670731707317074,7.0,9.0,0.09400000000000008
249,0,0.0,0.0057361376673040155,1.0,6.0,0.14219901719901706
250,0,0.0,0.006144393241167435,4.0,12.0,0.21847826086956523
251,0,0.0,0.004629629629629629,5.0,16.0,0.16882516188714147
252,0,0.0016611295681063123,0.0024916943521594683,9.0,14.0,0.14926317120991728
253,0,0.02127659574468085,0.0060790273556231,4.0,15.0,0.17209893666204357
254,0,0.0,0.005997001499250375,3.0,9.0,0.1212121212121211
255,0,0.05792163543441227,0.0068143100511073255,5.0,4.0,0.09373806796487205
256,0,0.022764227642276424,0.0065040650406504065,4.0,8.0,0.08936170212765959
257,0,0.014469453376205787,0.011254019292604502,9.0,5.0,0.2989203778677463
258,0,0.0,0.002560819462227913,8.0,11.0,0.12010630023334201
259,0,0.0,0.0036231884057971015,5.0,14.0,0.18311111111111122
260,0,0.0,0.0024671052631578946,6.0,20.0,0.13703878159836713
261,0,0.006711409395973154,0.015659955257270694,2.0,12.0,0.13597009051554498
262,0,0.0,0.0055147058823529415,7.0,7.0,0.11358136721113143
263,0,0.005267118133935289,0.0030097817908201654,10.0,18.0,0.19841954022988517
264,0,0.0,0.003896103896103896,8.0,9.0,0.11192727272727288
265,0,0.0,0.003129890453834116,4.0,15.0,0.24545454545454537
266,0,0.0,0.008368200836820083,5.0,10.0,0.10013175230566529
267,0,0.0,0.004132231404958678,2.0,14.0,0.17533333333333334
268,0,0.0,0.006611570247933884,3.0,12.0,0.1572199730094468
269,0,0.0,0.008403361344537815,2.0,7.0,0.10904638432728331
270,0,0.0,0.011009174311926606,5.0,6.0,0.15189873417721533
271,0,0.0,0.003937007874015748,7.0,9.0,0.09030948756976143
272,0,0.0,0.0068212824010914054,6.0,11.0,0.14021017699115035
273,0,0.0,0.003745318352059925,5.0,7.0,0.09664753850800367
274,0,0.0040650406504065045,0.0040650406504065045,3.0,5.0,0.060425685425685494
275,0,0.0,0.004282655246252677,4.0,7.0,0.08227647431832597
276,0,0.0,0.005115089514066497,5.0,10.0,0.08623737373737383
277,0,0.0,0.006932409012131715,1.0,9.0,0.05656043640539754
278,0,0.0,0.004016064257028112,27.0,28.0,0.18239893211289093
279,0,0.0,0.011095700416088766,18.0,7.0,0.12862669245647962
280,0,0.0,0.0047694753577106515,3.0,14.0,0.13711720009210215
281,0,0.0048134777376654635,0.006016847172081829,3.0,14.0,0.10432033719704958
282,0,0.0,0.004024144869215292,7.0,12.0,0.21329639889196672
283,0,0.0,0.0033594624860022394,15.0,14.0,0.12200887966326479
284,0,0.0,0.001364256480218281,5.0,14.0,0.16032101530421783
285,0,0.0,0.0037735849056603774,18.0,24.0,0.19674294612927912
286,0,0.0,0.002333722287047841,9.0,9.0,0.15527056615577117
287,0,0.0,0.010948905109489052,12.0,12.0,0.13737373737373737
288,0,0.0,0.004048582995951417,1.0,12.0,0.10924112607099157
289,0,0.00967741935483871,0.0064516129032258064,10.0,9.0,0.15496422182468694
290,0,0.0,0.0036855036855036856,6.0,15.0,0.201952085181899
291,0,0.0,0.0028735632183908046,9.0,21.0,0.20278897849462352
292,0,0.0,0.0065040650406504065,4.0,6.0,0.17037037037037028
293,0,0.0,0.005943536404160475,6.0,16.0,0.14334439528023601
294,0,0.0,0.0038095238095238095,7.0,11.0,0.136060606060606
295,0,0.0,0.00425531914893617,2.0,8.0,0.15914244485673068
296,0,0.0,0.004201680672268907,15.0,12.0,0.1832816804407713
297,0,0.0,0.004341534008683068,6.0,13.0,0.14330637915543565
298,0,0.0,0.007022471910112359,5.0,9.0,0.11059044048734767
299,0,0.0,0.008992805755395683,2.0,10.0,0.11359890109890114
300,0,0.0,0.0017699115044247787,4.0,20.0,0.16765704584040741
301,0,0.010650887573964497,0.007100591715976331,3.0,9.0,0.2949356579493565
302,0,0.0,0.001953125,9.0,20.0,0.14168482207697886
303,0,0.0,0.004070556309362279,2.0,13.0,0.17196327683615809
304,0,0.0,0.003131524008350731,8.0,13.0,0.1255278716216217
305,0,0.0,0.0053475935828877,5.0,10.0,0.12580566207065358
306,0,0.0,0.006276150627615063,3.0,4.0,0.03907407407407404
307,0,0.0,0.0025220680958385876,7.0,9.0,0.10438296982788664
308,0,0.003861003861003861,0.007722007722007722,1.0,11.0,0.12634620436038868
309,0,0.0,0.0032967032967032967,6.0,18.0,0.20108878662027174
310,0,0.0,0.0020100502512562816,1.0,16.0,0.1675325818950335
311,0,0.0,0.0070921985815602835,6.0,8.0,0.12229474407420127
312,0,0.0,0.005488474204171241,4.0,17.0,0.13794100636205897
313,0,0.0,0.0075,11.0,8.0,0.15713595916396494
314,0,0.0,0.005128205128205128,6.0,6.0,0.09968186638388121
315,0,0.001763668430335097,0.003527336860670194,2.0,10.0,0.16238317757009346
316,0,0.0,0.004911591355599214,12.0,17.0,0.282342541436464
317,0,0.0,0.00267379679144385,5.0,12.0,0.14893477548344802
318,0,0.0,0.005319148936170213,4.0,21.0,0.16676342525399135
319,0,0.0,0.005357142857142857,2.0,13.0,0.11780753968253976
320,0,0.0,0.006657789613848202,4.0,7.0,0.1479799561540871
321,0,0.0,0.0032626427406199023,8.0,10.0,0.15373493975903618
322,0,0.0,0.0049382716049382715,6.0,9.0,0.09231654676258993
323,0,0.0,0.0035587188612099642,4.0,13.0,0.16146907216494855
324,0,0.0,0.0030959752321981426,9.0,14.0,0.19270160087501242
325,0,0.0,0.005555555555555556,5.0,5.0,0.12665985699693572
326,0,0.0,0.005025125628140704,7.0,6.0,0.16454262248654783
327,0,0.0,0.0034129692832764505,7.0,11.0,0.16366366366366347
328,0,0.027210884353741496,0.008503401360544218,2.0,8.0,0.15208333333333335
329,0,0.0,0.0041841004184100415,2.0,8.0,0.1055369751021924
330,0,0.0,0.006631299734748011,12.0,12.0,0.11381833835557464
331,0,0.0,0.004054054054054054,8.0,10.0,0.10028210028210016
332,0,0.006220839813374806,0.01088646967340591,5.0,15.0,0.14933880528955767
333,0,0.0,0.0019193857965451055,11.0,17.0,0.14660657476139982
334,0,0.0,0.003968253968253968,4.0,5.0,0.07406015037593994
335,0,0.0,0.003372681281618887,5.0,9.0,0.15853470832691996
336,0,0.0,0.003656307129798903,5.0,9.0,0.11308487170556125
337,0,0.0,0.0035026269702276708,8.0,12.0,0.14539473684210535
338,0,0.0,0.005190311418685121,8.0,9.0,0.13840788840788854
339,0,0.0,0.002952755905511811,15.0,16.0,0.24372848007870163
340,0,0.0,0.0035778175313059034,2.0,12.0,0.1518229166666667
341,0,0.0,0.0032626427406199023,5.0,15.0,0.14880952380952395
342,0,0.005747126436781609,0.004310344827586207,5.0,10.0,0.12726321297749865
343,0,0.0,0.0057361376673040155,4.0,12.0,0.14459930313588854
344,0,0.0,0.0030303030303030303,3.0,11.0,0.13898601398601396
345,0,0.004622496147919877,0.0061633281972265025,11.0,8.0,0.08902591771847002
346,0,0.0,0.004285714285714286,4.0,10.0,0.08765723270440251
347,0,0.0,0.0035714285714285713,9.0,20.0,0.19465140553575933
348,0,0.0,0.0035971223021582736,4.0,5.0,0.13290952099349496
349,0,0.0,0.006507592190889371,1.0,4.0,0.06186868686868685
350,0,0.0,0.003181336161187699,13.0,20.0,0.25156128024980484
351,0,0.0,0.004555808656036446,3.0,10.0,0.19389830508474581
352,0,0.0,0.005698005698005698,3.0,9.0,0.17027450980392156
353,0,0.006382978723404255,0.005319148936170213,8.0,16.0,0.1342908798714344
354,0,0.0,0.002472187886279357,4.0,9.0,0.09429012345679011
355,0,0.0,0.011472275334608031,1.0,10.0,0.10808823529411771
356,0,0.0,0.005825242718446602,4.0,8.0,0.10807583221376338
357,0,0.0,0.007736943907156673,2.0,11.0,0.13839701770736235
358,0,0.0,0.006430868167202572,8.0,11.0,0.16424900057110237
359,0,0.0,0.001949317738791423,11.0,15.0,0.1886829363720839
360,0,0.0,0.0071301247771836,4.0,6.0,0.1590497737556562
361,0,0.0,0.001763668430335097,10.0,21.0,0.1635035475865927
362,0,0.014084507042253521,0.004024144869215292,8.0,20.0,0.18369565217391304
363,0,0.0,0.007633587786259542,2.0,16.0,0.1508039046798737
364,0,0.0,0.005095541401273885,9.0,12.0,0.20519713261648742
365,0,0.0,0.003033367037411527,16.0,18.0,0.27192982456140347
366,0,0.0,0.003738317757009346,5.0,7.0,0.06568736141906872
367,0,0.0,0.0035335689045936395,3.0,8.0,0.11388384754990932
368,0,0.0,0.0029218407596785976,11.0,26.0,0.16692152917505032
369,0,0.0,0.003875968992248062,12.0,12.0,0.25202698520765
370,0,0.0,0.004025764895330112,10.0,17.0,0.1632373113854595
371,0,0.0,0.003436426116838488,5.0,8.0,0.09464902186421176
372,0,0.0,0.0036429872495446266,3.0,10.0,0.14415907207953604
373,0,0.0,0.002955665024630542,7.0,14.0,0.15315638450502145
374,0,0.0,0.0023446658851113715,3.0,19.0,0.124875373878365
375,0,0.0,0.006420545746388443,0.0,6.0,0.18569918054454138
376,0,0.0,0.0041797283176593526,9.0,23.0,0.19674469334675715
377,0,0.0,0.005578800557880056,4.0,17.0,0.22897669706180346
378,0,0.0,0.006493506493506494,7.0,10.0,0.13320520402128921
379,0,0.0,0.005263157894736842,12.0,12.0,0.19022356953391428
380,0,0.0,0.004792332268370607,8.0,7.0,0.10766470135862605
381,0,0.0,0.0016233766233766235,3.0,15.0,0.16612448492734755
382,0,0.0,0.005338078291814947,3.0,11.0,0.20015360983102926
383,0,0.0,0.005076142131979695,0.0,5.0,0.20865704772475024
384,0,0.0,0.0031847133757961785,9.0,11.0,0.16176470588235303
385,0,0.0,0.005201560468140442,2.0,16.0,0.1406037735849055
386,0,0.0,0.0032258064516129032,11.0,9.0,0.18395147658347422
387,0,0.0,0.004357298474945534,6.0,6.0,0.07497584541062796
388,0,0.0,0.004166666666666667,7.0,11.0,0.14671266233766245
