text,clean_text,label,f3_digits_ratio,f24_punct_div,f45_adj_count,f66_genitive_count,f87_gini
"ثّلت اللسانيات بفروعها المختلفة دعامة أساسية في مسيرة السرديات الحديثة وبخاصة في تبين أطراف الخطاب السردي ووضعياته ومحافله التلفظية، وهذا عائد أساسا إلى ذلك التماثل بين الكلام والسرد بوصفهما أداء يقوم على كفاءة واحدة هي اللغة، إذ إن الكلام من حيث هو رسالة يوجهها شخص إلى شخص آخر يماثله في هذا السرد، فهو الآخر خطاب يوجهه سارد إلى مسرود له/مؤلف إلى قارئ، فكلاهما يفترض متكلما وسامعا كان للأول نية التأثير في الثاني على حد تعبير ""إميل بنفنست""، وبهذا يوضع كلاهما في منحى تواصلي له خواصه وآليات اشتغاله ووضعياته التواصلية الخاصة به كونهما ضربين من التلفظ مختلفين..",ثلت لساني فروع مختلفه دعامه اساسيه مسيره سردي حديثه بخاصه تبين اطراف خطاب سردي وضعياته محافله تلفظيه، هذا عائد اساسا الي تماثل كلام سرد وصفهما اداء يقوم علي فاءه احده لغه، اذ ان كلام حيث رساله يوجه شخص الي شخص اخر يماثله سرد، فهو اخر خطاب يوجهه ارد الي مسرود مؤلف الي قارئ، كلاهما يفترض متكلما سامعا اول نيه تاثير ثاني علي حد تعبير اميل نفنست بهذا يوضع لاهما منحي تواصلي خواصه يات اشتغاله وضعياته تواصليه خاصه به ونهما ضرب تلفظ مختلف,0,0.0,0.005357142857142857,2.0,13.0,0.11780753968253976
"تحتل اللغة مكانة كبيرة من حيث أهميتها في حياة المجتمعات والأمم،نظرا للدور الذي تؤديه خدمة للوجود الإنساني،يقول الفيلسوف الألماني'' فيخته'': « أينما توجد لغة مستقلة توجد أمة مستقلة لها الحق في تسيير شؤونها وإدارة حكمها ». ومهما بلغ الاختلاف حول طبيعة اللغة ووظيفتها فإنه لا يتعدي حدود الحديث عن الوظيفتين التواصلية والمعرفية، ولا يمكن أن يخفى ما لهذين البعدين من خطورة. فاللغة قد تكون عامل إيجابي في عملية التواصل والتبادل بين الحضارات والشعوب وفي نفس الوقت قد تكون عامل سلبي يعيق هذا التواصل والتبادل. وفي هذا تظهر عملية الترجمة باعتبارها إحدى أهم وسائل التواصل والتبادل بين المجتمعات والحضارات، انطلاقا من كون أن المعرفة هي حصيلة الشراكة بين ""الأنا"" و ""الآخر"". تلك العملية – الترجمة- التي شكلت قديما وحديثا جسرا للتواصل والتفاعل والتلاقح بين اللغات..",تحتل لغه مكانه بيره حيث اهميت حياه مجتمع امم،نظرا دور تؤديه خدمه وجود انساني،يقول فيلسوف الماني يخته اينما توجد لغه مستقله توجد امه مستقله الحق تسيير شؤون اداره حكم مهما بلغ اختلاف طبيعه لغه وظيفت انه يتعدي حدود حديث وظيفت تواصليه معرفيه، يمكن ان يخفي هذين بعد خطوره لغه تكون عامل ايجابي عمليه تواصل تبادل حضار شعوب نفس وقت تكون عامل لبي يعيق تواصل تبادل تظهر عمليه ترجمه اعتبار احدي اهم سائل تواصل تبادل مجتمع حضارات، انطلاقا كون ان معرفه حصيله شراكه انا اخر تلك عمليه ترجمه شكلت قديما حديثا جسرا تواصل تفاعل تلاقح لغات,0,0.0,0.006657789613848202,4.0,7.0,0.1479799561540871
تازات الكثير من الأعمال الروائية بإبداعات متمثلة في شعرية السرد الروائي وما تضفيه هذه الأخيرة من جمالية وهذا ما تناولنه في موضوع بحثنا ، في البداية أعطينا تمهيد وبعد ذلك درسنا مصطلح الشعرية عند بعض الدارسين ، ثم العناصر الجمالية في الخطاب السردي والتي تضمنت مجموعة من الخصائص المتميزة كعنصر التضمين والعنصر العجائبي وعنصر المفارقة كلها مجتمعة زادت العمل الروائي جمالية.أيضا عناصر اللغة الشعرية والمتمثلة في الانزياحات التي قام بها الروائي أثناء كتابته لعمله وبعد هذا تعرضنا للتناص رواية طوق الياسمين مع طوق الحمامة لابن حزم الأندلسي وفي الأخير درسنا شعرية الغلاف والعنوان ثم توجنا هذه الدراسة بمجموعة من النتائج..,تاز كثير اعمال روائيه ابداع متمثله شعريه سرد روائي وما تضفيه اخيره جماليه هذا تناولنه موضوع حثنا بدايه اعطي تمهيد بعد درس مصطلح شعريه بعض دارس عناصر جماليه خطاب سردي التي تضمنت مجموعه خصائص متميزه عنصر تضم عنصر عجائبي عنصر مفارقه لها مجتمعه زادت عمل روائي جماليه ايضا عناصر لغه شعريه متمثله انزياح قام بها روائي اثناء تابته عمله بعد تعرض تناص روايه طوق ياسم طوق حمامه ابن حزم اندلسي اخير درس شعريه غلاف عنو توج دراسه مجموعه نتائج,0,0.0,0.0032626427406199023,8.0,10.0,0.15373493975903618
فارقة هي أسلوب بلاغي يعتمده المبدع لعرض أفكاره والتعبير عن تجاربه ورؤاه إذ هي ممارسة أدبية ذات إرهاصات فلسفية، دخلت الساحة النقدية العربية في القرن العشرين؛ بعدما لقيت رواجا كبيرا في النقد الغربي، حيث وردت بتعريفات مختلفة ومتنوعة يستعصي الإلمام بتعريف واحد لها، كما تعدّدت وظائفها من عصر لآخر حسب حاجة المبدع إليها، ومن بين التعريفات الشائعة للمفارقة نذكر تعريف بوث Booth وهي «لعبة لغوية ماهرة وذكية بين عنصرين: أحدهما صانع المفارقة، والآخر قارئُها بطريقة يقدم فيها صانع المفارقة النص بأسلوب يستثير القارئ، ويدعوه إلى رفض معناه الحرفي لصالح معناه الخفي الذي هو غالبا المعنى الضد، والقارئ في أثناء ذلك يجعل اللغة يصطدم بعضها ببعض بحيث لا يهدأ له بال إلا بعد أن يصل إلى المعنى الذي يريده ليستقر عنده» ، وللمفارقة عدة مستويات من بينها، المفارقة الساخرة التي سنحاول أن نرى كيف تجلت في أعمال بعض الشعراء المعاصرين..,ارقه اسلوب لاغي يعتمده مبدع عرض افكاره تعبير تجاربه رؤاه اذ ممارسه ادبيه ذات ارهاص لسفيه، دخلت ساحه نقديه عربيه قرن عشرين؛ عدما قيت رواجا بيرا نقد غربي، حيث ردت تعريف مختلفه متنوعه يستعصي المام تعريف احد ها، تعددت ظائف عصر اخر حسب حاجه مبدع يها، تعريف شائعه مفارقه نذكر تعريف بوث عبه غويه ماهره ذكيه عنصر احدهما صانع مفارقه، اخر قارئ طريقه يقدم يها صانع مفارقه النص اسلوب يستثير قارئ، يدعوه الي رفض معناه حرفي صالح معناه خفي غالبا معني ضد، قارئ اثناء يجعل لغه يصطدم عضها بعض حيث يهدا بال الا ان يصل الي معني يريده يستقر عنده للمفارقه عده مستوي ينها، مفارقه ساخره نحاول ان نري كيف تجلت اعمال بعض شعراء معاصر,0,0.0,0.0049382716049382715,6.0,9.0,0.09231654676258993
حكايات والأحاجي من الآداب الشعبية التي تنتشر في كل المجتمعات على اختلافها من البدائية إلى المتحضرة، فهي توجد أينما وجدت طفولة وأمومة آدمية ، وكلّ من تعامل مع الأطفال يعرف مكانة الحكاية في نفوسهم، ويعرف كم يسعدهم حينما يستمعون إلى الحكاية تروى أو تقرأ ، ولهذا تحتل في أدب الأطفال مكانة متميزة لا ترقى إليها ألوان الأدب الأخرى ، فهي تشكل مصدرا هاما من مصادر أدب الأطفال ، ومجالا خصبا وواسعا أصبح يتجه إليه عدد كبير من الأدباء والكتاب في العالم الغربي والعربي ليستمدوا منه موضوعات متنوعة زاخرة بمضامين وأفكار مختلفة،يقدمونها للطفل حيث يجد المتعة والتسلية والتربية..,حكاي احاجي اداب شعبيه تنتشر مجتمع علي اختلاف بدائيه الي متحضره، فهي توجد اينما جدت طفوله امومه ادميه وكل تعامل اطفال يعرف مكانه حكايه نفوسهم، يعرف كم يسعد حينما يستمع الي حكايه تروي او تقرا لهذا تحتل ادب اطفال مكانه متميزه ترقي يها وان ادب اخري فهي تشكل مصدرا هاما مصادر ادب اطفال مجالا خصبا واسعا اصبح يتجه اليه عدد بير ادباء كتاب عالم غربي عربي يستمد منه موضوع متنوعه زاخره مضام افكار مختلفه،يقدمون طفل حيث يجد متعه تسليه تربيه,0,0.0,0.0035587188612099642,4.0,13.0,0.16146907216494855
يتخذ الطلل في الشعر الجاهلي صور متعددة تضفي على النص الشعري بنية شعرية ،تفرض على الشاعر الخضوع إلى نسقها لتتحول إلى بنية لغوية ،تتجلى فيها ذات الشاعر بأسمى صورها ،مبرزة العلائقية التي تشد أزر الشاعر المتهافت على الأمكنة بمختلف مواقعها ،محاولا في ذلك بعث حركة دؤوبة وحياة متجددة على هذه الأماكن التي دبّ فيها الخراب وأحاطها الموت من كل فج ،ومن هنا غدت أحد المواضيع القادرة على سبر أغوار القصيدة ،وما يثير قارئ المقدمة الطللية في الشعر الجاهلي هي عملية تكليم الطلل الذي مافتئ يشكل استراتجية تداولية في النص الشعري الجاهلي حتى تراءى لقارئ الشعر الجاهلي وأن الشاعر يتحدث إلى إنسان، وهنا بدا واضحا أن محركات هذا الحديث تنطوي على أبعاد نفسية وتاريخية..,يتخذ طلل شعر جاهلي صور متعدده تضفي علي النص شعري نيه شعريه ،تفرض علي شاعر خضوع الي نسق تتحول الي نيه غويه ،تتجلي يها ذات شاعر اسمي صور ،مبرزه علائقيه تشد ازر شاعر متهافت علي امكنه مختلف مواقع ،محاولا بعث حركه دؤوبه حياه متجدده علي اما دب يها خراب احاط موت فج ،ومن هنا غدت احد مواضيع قادره علي سبر اغوار قصيده ،وما يثير قارئ مقدمه طلليه شعر جاهلي عمليه تكليم طلل مافتئ يشكل استراتجيه تداوليه النص شعري جاهلي حتي تراءي قارئ شعر جاهلي وان شاعر يتحدث الي انسان، هنا بدا اضحا ان محرك حديث تنطوي علي ابعاد نفسيه تاريخيه,0,0.0,0.0030959752321981426,9.0,14.0,0.19270160087501242
يشكل المعجم اللغوي مستودع اللغة وجدارها الواقي من الاندثار والضياع ، فتكون الحاجة الملحة للعودة إليه ليمدّ الرّصيد اللغوي لكافة المستعملين ؛ لتحيا اللغة وتبقى على قرب من أهلها وتستمد روحها الخلاّقة ، واللغة العربية بمعاجمها الموروثة عن كبار المعجميين مازالت رافدا لغويا لكل الطلبة الباحثين ، بل أحيانا نجدها تمد حتى المتعلمين المبتدئين بالمادة اللغوية ؛ وفي ذلك بعض الاخلال بواقع تعليمية اللغة العربية ؛ لأنّ اللغة العربية لم تعد رهينة تراثها العلمي والفكري فحسب ، فهي تواكب عصرا يحفل بتطورات رهيبة وسريعة في شتى المجالات العلمية والمعرفية.,يشكل معجم لغوي مستودع لغه جدار واقي اندثار ضياع تكون حاجه ملحه عوده اليه يمد رصيد لغوي كافه مستعمل تحيا لغه تبقي علي قرب اهل تستمد روح خلاقه لغه عربيه معاجم موروثه بار معجمي مازالت رافدا غويا لكل طلبه باحث احيا نجد تمد حتي متعلم مبتدئ ماده لغويه بعض اخلال واقع تعليميه لغه عربيه لان لغه عربيه تعد رهينه تراث علمي فكري حسب فهي تواكب عصرا يحفل تطور رهيبه سريعه شتي مجال علميه معرفيه,0,0.0,0.005555555555555556,5.0,5.0,0.12665985699693572
ن الأفكار التي راجت بين الباحثين والدَّارسين في هذا العصر الحديث أنَّ النُّحاة الأوائل - أمثالَ الخليل وسيبويه - كانوا في تفكيرهم متأثِّرين بالفلاسفة اليونان؛ وذلك لأنَّهم بنوا نحوهم على أسس هي من خصائص الفلسفة اليونانية كالمنطق العقليِّ، والقياس والتَّعليل، ولكن هذه الدَّعوى لا تسلم إلاَّ إذا ثبت أنَّ المنطق العقليَّ والقياس والتَّعليل، إنَّما هي نوع واحد لا يعرفه إلاَّ اليونان، ودون هذا خرط القتاد - كما يقال -، فهل في النَّاس أحد يملك أن ينكر أنَّ العقل - ومنه القياس والتَّعليل - ملكة إنسانية ونعمة إلهيَّة مشتركة بين النَّاس جميعهم عربيِّهم وعجميِّهم لا يختص بها جنس منهم دون غيره؟.وفي هذه الصفحات حاولنا أن نتبيَّن طبيعة المنطق العقليِّ الذي اعتمده النحاة الأوائل، أَهُوَ من جنس المنطقِ الخاصِّ منطقِ الفلاسفة اليونان، أم هو ذلك المنطق الطبيعيُّ العامُّ الذي يشترك فيه جميع بني الإنسان..,افكار راجت باحث دارس عصر حديث ان نحاه اوائل امثال خليل سيبويه انوا تفكير متاثر فلاسفه يونان؛ ذلك انهم نوا نحو علي اسس خصائص فلسفه يونانيه منطق عقلي، قياس تعليل، لكن دعوي تسلم الا اذا ثبت ان منطق عقلي قياس تعليل، انما نوع احد يعرفه الا يونان، دون خرط قتاد يقال فهل ناس احد يملك ان ينكر ان عقل منه قياس تعليل ملكه انسانيه نعمه هيه مشتركه ناس جميع عربي عجمي يختص بها جنس منهم دون غيره؟ صفح حاول ان نتب طبيعه منطق عقلي اعتمده نحاه اوائل، اهو جنس منطق خاص منطق فلاسفه يونان، ام منطق طبيعي عام يشترك فيه جميع بني انس,0,0.0,0.005025125628140704,7.0,6.0,0.16454262248654783
درس علماء العرب القدامى جوانب مختلفة من جوانب الدلالة التي تتعلق بالصيغة النحويّة المجردَّة، واهتمَّ النحاة والبلاغيون بوظائف النحو ومعانيه وأكَّدوا على أنَّ الأنظمة والقوانين النحويَّة عنصر حاسم من عناصر تحديد الدلالة وفهم المعنى، وتبنى الدلالة النحويَّة على دلالة الاحتمال في أغلب أحوالها، والاحتمال فيها ميزة تثري المعنى في فهم نصوص الشريعة واستنباط الأحكام، وتأتي أساساً من الحالة الإعرابية للأسماء في الجملة أو من تركيب كلمات الجملة وتحصل من خلال العلاقات النحويَّة بين الكلمات التي تتَّخذ كلٌّ منها موقعاً معيَّناً في الجملة حسب قوانين اللغة فتتحدَّدُ لها بذلك الوظيفة النحويَّة..,درس علماء عرب قدامي جوانب مختلفه جوانب دلاله تتعلق صيغه نحويه مجرده، اهتم نحاه بلاغي وظائف نحو معانيه اكد علي ان انظمه قوان نحويه عنصر حاسم عناصر تحديد دلاله فهم معني، تبني دلاله نحويه علي دلاله احتمال اغلب احوالها، احتمال يها ميزه تثري معني فهم نصوص شريعه استنباط احكام، تاتي اساسا حاله اعرابيه اسماء جمله او تركيب لمات جمله تحصل علاق نحويه كلم تتخذ منها موقعا معي جمله حسب قوان لغه تتحدد ذلك وظيفه نحويه,0,0.0,0.0034129692832764505,7.0,11.0,0.16366366366366347
"شهدت المنظومة التّربويّة في الجزائر في الفترة الأخيرة، و بالضبط عام 2017/2016 دينامية متسارعة، حيث شرع في إصلاحات جديدة مست مناهج الإصلاح (المقاربة بالكفاءات)، و التي بدأ العمل بها عام 2004/2003، و بعد مرور أكثر من عشرة أعوام، الآن دعت الضرورة الملحة إلى إصلاح ثان، نتيجة للانتقادات اللاذعة للمنظومة التّربويّة برمتها من حيث تدني المستوى، والرسوب ، و ضعف المردودية،.....و هو ما يرجعه المنتقدون إلى عدّة أسباب جعلت من الهيئة الوصية أن تتخذ إجراءا عمليا وهو إنهاء العمل بمناهج المقاربة بالكفاءات تدريجيا لعدم جدواها و لمحدوديتها، و اعتماد مناهج جديدة أطلق عليها تسمية ""مناهج الجيل الثاني""..",شهدت منظومه تربويه جزائر فتره اخيره، ضبط عام ديناميه متسارعه، حيث شرع اصلاح جديده مست مناهج اصلاح مقاربه كفاء بدا عمل بها عام مرور اكثر عشره اعوام، الان دعت ضروره ملحه الي اصلاح ثان، نتيجه انتقاد لاذعه منظومه تربويه رمت حيث تدني مستوي، رسوب ضعف مردوديه، يرجعه منتقد الي عده اسباب جعلت هيئه وصيه ان تتخذ اجراءا عمليا انهاء عمل مناهج مقاربه كفاء تدريجيا عدم جدوا محدوديتها، اعتماد مناهج جديده اطلق علي تسميه مناهج جيل ثاني,0,0.027210884353741496,0.008503401360544218,2.0,8.0,0.15208333333333335
هذه الدّراسة هي عبارة عن بحث دلالي حول جمالية العدّول في الخطاب القرآني، كما تعمل على إبراز عنصر مهم ومتفرد من حضور اللّغة العربية في مجال الإيحاء وهو قدرتها الفائقة على التّطور والتّجدد، ممّا يجعلها تكسب ظلالا لمعان ودلالات جديدة ما كانت لتكون لولا مغايرتها للمعيارية الصّارمة، والنّسق النّمطي للّغة، كما تبحث هذه الدّراسة في الطريقة المثالية الّتي استعملها الخطاب القرآني من أجل استثمار هذه الظاهرة اللّغوية بغية خلق دلالات فريدة أبهرت العرب أنفسهم وهم أرباب الفصاحة والبيان..,دراسه عباره بحث دلالي جماليه عدول خطاب قراني، تعمل علي ابراز عنصر مهم متفرد حضور لغه عربيه مجال ايحاء قدرت فائقه علي تطور تجدد، مما يجعل تكسب ظلالا معان دلال جديده تكون ولا مغايرت معياريه صارمه، نسق نمطي غه، تبحث دراسه طريقه مثاليه استعمل خطاب قراني اجل استثمار ظاهره لغويه غيه خلق دلال ريده ابهرت عرب انفس وهم ارباب فصاحه بيان,0,0.0,0.0041841004184100415,2.0,8.0,0.1055369751021924
"قد تعددت وسائل التنمية المعجمية( اشتقاق، نحت، تعريب، ترجمة.....) وتفاوتت درجة اشتغالها من لغة إلى أخـرى وهذا حسب متطلبات المعجـم (بأنواعه)وحـاجات المتكلم، وبالنظر إلى الحـالة المتدهورة للمعجم العربي اليوم، فإنّه أصبح فـرضا على مستعمليه، الاجتهاد للنهوض به وتطويره من مختلف النواحي، وجعله مسايرا لتطورات العصر، بمختلف الأدوات وفي مقدمتها الترجمة، التي أصبحت السبيل الوحيد- في زمننا- للمعلومة في مقابل تعطّل الجهاز المصطلحي العربي، وسيطرة المستورد الوافد عليه، ومن النصوص القيّمة التي ترجمت إلى البحث المعجمي العربي، وزادته نماء، ما ورد في كتاب ""منهج المعجمية"" لجورج ماطوري، حيث ترجمه الدكتـور عبد العلي الودغيري، ومـن خلال ترجمته عرّف القارئ العربي بنوع جديد من المعجمية وهي المعجمية الاجتماعية، وهي حقل جديد في المعجمية، يبحث في علاقة المفردات بالمجتمع..",تعددت سائل تنميه معجميه اشتقاق، نحت، تعريب، ترجمه تفاوتت درجه اشتغال لغه الي اخري هذا حسب متطلب معجم انواعه حاج متكلم، بالنظر الي حاله متدهوره معجم عربي يوم، انه اصبح رضا علي مستعمليه، اجتهاد نهوض به تطويره مختلف نواحي، جعله مسايرا تطور عصر، مختلف ادو مقدمت ترجمه، اصبحت سبيل وحيد زمن معلومه مقابل تعطل جهاز مصطلحي عربي، سيطره مستورد وافد عليه، نصوص قيمه ترجمت الي بحث معجمي عربي، زادته نماء، ورد تاب منهج معجميه جورج ماطوري، حيث ترجمه دكتور عبد علي ودغيري، ترجمته عرف قارئ عربي نوع جديد معجميه معجميه اجتماعيه، حقل جديد معجميه، يبحث علاقه مفرد مجتمع,0,0.0,0.006631299734748011,12.0,12.0,0.11381833835557464
"تعتبر مدرسة فرانكفورت من أبرز المدارس الفلسفية الغربية المعاصرة، التي تألقت بسبب روادها الذين أَثْرُوا الإنتاج الفلسفي للمدرسة في مختلف أجيالها، وتُشكل هذه المدرسة انعطافا مهما في مسيرة الفكر الأوروبي المعاصر، حيث كان لها الأثر الكبير والفاعل في صياغة نظرية نقدية، مهمتها نقدية راديكالية لواقع المجتمعات الغربية من الناحية الاقتصادية بحكم هيمنة النظام الاقتصادي الرأسمالي، و الناحية السياسية بحكم هيمنة الأنظمة الفاشية والاستبدادية، للكشف عن تناقضات هذا الواقع الراهن. فالمجتمع الرأسمالي الصناعي كشف يوما بعد يوم عن اغتراب الإنسان وتشيئه. ولقد حاولت الإيديولوجية الرأسمالية استخدام الثقافة بمختلف مظاهرها عن طريق ربطها بالصناعة لفرض هيمنتها على الفرد، فبرز ما صار يعرف بـ""صناعة الثقافة "" والذي أعتبر موضوعا رئيسيا في أعمال مدرسة فرانكفورت..",تعتبر مدرسه رانكفورت ابرز مدارس فلسفيه غربيه معاصره، تالقت سبب رواد ذين اثر انتاج فلسفي مدرسه مختلف اجيالها، تشكل مدرسه انعطافا مهما مسيره فكر اوروبي معاصر، حيث اثر كبير فاعل صياغه نظريه نقديه، مهمت نقديه راديكاليه واقع مجتمع غربيه ناحيه اقتصاديه حكم هيمنه نظام اقتصادي راسمالي، ناحيه سياسيه حكم هيمنه انظمه فاشيه استبداديه، كشف تناقض واقع راهن مجتمع راسمالي صناعي كشف يوما يوم اغتراب انس تشيئه لقد حاولت ايديولوجيه راسماليه استخدام ثقافه مختلف مظاهر طريق ربط صناعه فرض هيمنت علي فرد، برز صار يعرف صناعه ثقافه الذي اعتبر موضوعا رئيسيا اعمال مدرسه رانكفورت,0,0.0,0.004054054054054054,8.0,10.0,0.10028210028210016
"يجتهد هذا البحث في التعريف بنظرية الحجاج في اللغة في الدرس المغاربي المعاصر، فهي تمثل أحد أهم اتجاهات البلاغة الجديدة، التي لقيت حفاوة بالغة في الأقطار المغاربية؛ لأسباب سوف تتجلى من خلال البحث، بخلاف الأقطار المشرقية. وقد ظهرت هذه النظرية على يد اللساني الفرنسي: ""أوزوالد ديكرو""؛ من خلال مؤلفه ""الحجاج في اللغة"" عام 1983م بمشاركة زميله ""جون كلود أنسكومبر""، ولكنها لم تستنبت في المغرب العربي تنظيرا وتطبيقا إلا مع نهاية الألفية الثانية، ومطلع الألفية الثالثة، ومعالمها مازالت مبهمة عند كثير من الباحثين؛ فرغبت في تقريبها للباحثين من خلال تتبعها في بطون بعض المؤلفات المخطوطة(الرسائل والأطاريح الجامعية) والمطبوعة على قلتها، وحاجة البحث إليها..",يجتهد بحث تعريف نظريه حجاج لغه درس مغاربي معاصر، فهي تمثل احد اهم اتجاه بلاغه جديده، قيت حفاوه الغه اقطار مغاربيه؛ اسباب سوف تتجلي بحث، خلاف اقطار مشرقيه ظهرت نظريه علي يد لساني فرنسي اوزوالد ديكرو مؤلفه حجاج لغه عام مشاركه زميله جون لود انسكومبر لكن تستنبت مغرب عربي تنظيرا تطبيقا الا نهايه الفيه ثانيه، مطلع الفيه ثالثه، معالم مازالت مبهمه ثير باحثين؛ رغبت تقريب باحث تتبع طون بعض مؤلف مخطوطه رسائل اطاريح جامعيه مطبوعه علي قلتها، حاجه بحث يها,0,0.006220839813374806,0.01088646967340591,5.0,15.0,0.14933880528955767
أصبح مصطلح الاقتصاد الأدائي من المصطلحات العلمية التي شاع استخدامها في اللّسانيات الحديثة ، وتقصد به تحديد طبيعة الاستخدام الكمي للألفاظ داخل لغة النص ومنها امتدّ استعماله إلى الشّعرية الحديثة، والتي استنتجت أنّ هذا الاستخدام الكميّ الأمثل للعلامات في حدّه الأدنى يسهم - وبشكل فعال- في تفجير مدلولات تفوق القدرة المعجمية لتلك العلامات، حيث يتحوّل الاقتصاد الأدائي من مجال النّمو الكميّ للنّسق اللّغوي إلى فاعلية كيفية يتجاوز فيها النّسق اللّغوي الارتباطات الذهنية الثابتة بين الدوال والمدلولات، فتصبح اللّغة الشّعرية ناقلة للشّعرية الكامنة بالقوة في الدوال إلى ذاكرة المتلقي الذي يصبو للوصول إلى الحقيقة الشّعرية عن طريق المدلولات بلغة تمتاز بالكثافة، والإيجاز... ولغة لا تفسّر لكنها تومئ، بلغة لا تسمي الأشياء بل تخلق جوّها حتى تصنع من النّص شعلة متوهجة الدلالة.ستسعى هذه المقالة إلى الكشف عن الجهود المبكرة للنّقاد العرب القدامى أثناء محاولاتهم محاصرة شعرية النصّ، وفي أحد جوانبها من خلال الاقتصاد الأدائي، حيث يتجلى المدى الذي وصلته شعريته في مدى قدرة النّص، وقابليته على التأثير والتأثر، وهو ما التفت إليه علماء الشّعرية العربية القدامى..,اصبح مصطلح اقتصاد ادائي مصطلح علميه شاع استخدام لساني حديثه تقصد به تحديد طبيعه استخدام كمي الفاظ داخل لغه النص منها امتد استعماله الي شعريه حديثه، التي استنتجت ان استخدام كمي امثل علام حده ادني يسهم بشكل عال تفجير مدلول تفوق قدره معجميه تلك علامات، حيث يتحول اقتصاد ادائي مجال نمو كمي نسق لغوي الي اعليه يفيه يتجاوز يها نسق لغوي ارتباط ذهنيه ثابته دوال مدلولات، تصبح لغه شعريه ناقله شعريه كامنه قوه دوال الي ذاكره متلقي يصبو وصول الي حقيقه شعريه طريق مدلول لغه تمتاز كثافه، ايجاز لغه تفسر كنها تومئ، لغه تسمي اشياء تخلق جوها حتي تصنع النص شعله متوهجه دلاله تسعي مقاله الي كشف جهود مبكره نقاد عرب قدامي اثناء محاولات محاصره شعريه نص، احد جوانب اقتصاد ادائي، حيث يتجلي مدي صلته شعريته مدي قدره نص، قابليته علي تاثير تاثر، تفت اليه علماء شعريه عربيه قدامي,0,0.0,0.0019193857965451055,11.0,17.0,0.14660657476139982
تأتي هذه الدراسة كمحاولة للبحث في علمية وعالمية اللغة العربية باعتبارها كانت مفتاحاً للُغات أخرى نَقلَت منها علوماً عديدة -عن طريق الترجمة- كانت سبباً في ما وصل إليه الشرق والغرب مِنْ معارف وحقائق علمية مذهلة، واكَبَت تطوّرهم على الرُّغم مِنْ التحدّيات الراهنة، التي تبدأ بالتطور الهائل في المستجدات العلمية المتزايدة، وتنتهي بالانهزامية المحيّرة للناطق السّليقي العربي، والذي تَبَنّى تَبَعيّةً إمّعيّةً لِلُغات لا تُمثِّل هُويّته ولا حضارته، وإنّما ترتبط بأمم أخرى تبدو له أنّها متحضرة بقوّتها وعلومها..,تاتي دراسه محاوله بحث علميه عالميه لغه عربيه اعتبار مفتاحا غات اخري نقلت منها علوما عديده طريق ترجمه ببا وصل اليه شرق غرب معارف حقائق علميه مذهله، اكبت تطور علي رغم تحدي راهنه، تبدا تطور هائل مستجد علميه متزايده، تنتهي انهزاميه محيره ناطق سليقي عربي، الذي تبني تبعيه امعيه غات تمثل هويته حضارته، انما ترتبط امم اخري تبدو انها متحضره قوت علوم,0,0.0,0.003968253968253968,4.0,5.0,0.07406015037593994
يسعى هذا المقال إلى دراسة مهارة الكلام، باعتبارها إحدى المهارات اللغوية الأربع التي يجب أن يتمكن منها دارسوا الناطقين بغير العربية، وذلك باستخدام التقنيات التكنولوجية الحديثة، وإبراز أهمية تكنولوجيا الوسائط المتعددة في العملية التعليمية التعلمية، وبيان الدور الفعال الذي تقوم به الرسوم المتحركة في اكتساب وتنمية مهارة الكلام للمتعلمين الناطقين بغير العربية، والنظر في بعض صعوبات التعلم التي تعترض بعض المتعلمين في مسارهم الدراسي على مستوى تعلم مهارة الكلام، واقتراح تصورات تعليمية تساعد على تجاوز بعض صعوبات التعلم، وتحقق النجاح الدراسي المنشود، بناء على مجموعة من الدراسات التربوية الميدانية.,يسعي مقال الي دراسه مهاره كلام، اعتبار احدي مهار لغويه اربع يجب ان يتم منها دارس ناطق غير عربيه، ذلك استخدام تقني تكنولوجيه حديثه، ابراز اهميه تكنولوجيا وسائط متعدده عمليه تعليميه تعلميه، بيان دور فعال تقوم به رسوم متحركه اكتساب تنميه مهاره كلام متعلم ناطق غير عربيه، نظر بعض صعوب تعلم تعترض بعض متعلم مسار دراسي علي مستوي تعلم مهاره كلام، اقتراح تصور تعليميه تساعد علي تجاوز بعض صعوب تعلم، تحقق نجاح دراسي منشود، ناء علي مجموعه دراس تربويه ميدانيه,0,0.0,0.003372681281618887,5.0,9.0,0.15853470832691996
